"group_luscher","FBD","thaw_strain","method","sub_group","soil_group","group_nelson"
NA,1440,35.436908893815,"Ladanyi (1996)","Not Differentiated","Coarse-grained",NA
NA,1450,34.7133218436533,"Ladanyi (1996)","Not Differentiated","Coarse-grained",NA
NA,1460,34,"Ladanyi (1996)","Not Differentiated","Coarse-grained",NA
NA,1470,33.2965184924651,"Ladanyi (1996)","Not Differentiated","Coarse-grained",NA
NA,1480,32.6024809747637,"Ladanyi (1996)","Not Differentiated","Coarse-grained",NA
NA,1490,31.9175170136136,"Ladanyi (1996)","Not Differentiated","Coarse-grained",NA
NA,1500,31.2412797771376,"Ladanyi (1996)","Not Differentiated","Coarse-grained",NA
NA,1510,30.5734439818208,"Ladanyi (1996)","Not Differentiated","Coarse-grained",NA
NA,1520,29.9137040635332,"Ladanyi (1996)","Not Differentiated","Coarse-grained",NA
NA,1530,29.261772543433,"Ladanyi (1996)","Not Differentiated","Coarse-grained",NA
NA,1540,28.6173785639582,"Ladanyi (1996)","Not Differentiated","Coarse-grained",NA
NA,1550,27.9802665737554,"Ladanyi (1996)","Not Differentiated","Coarse-grained",NA
NA,1560,27.3501951434352,"Ladanyi (1996)","Not Differentiated","Coarse-grained",NA
NA,1570,26.7269358965911,"Ladanyi (1996)","Not Differentiated","Coarse-grained",NA
NA,1580,26.1102725426582,"Ladanyi (1996)","Not Differentiated","Coarse-grained",NA
NA,1590,25.5,"Ladanyi (1996)","Not Differentiated","Coarse-grained",NA
NA,1600,24.8959235991435,"Ladanyi (1996)","Not Differentiated","Coarse-grained",NA
NA,1610,24.2978583573858,"Ladanyi (1996)","Not Differentiated","Coarse-grained",NA
NA,1620,23.7056283171122,"Ladanyi (1996)","Not Differentiated","Coarse-grained",NA
NA,1630,23.1190659411156,"Ladanyi (1996)","Not Differentiated","Coarse-grained",NA
NA,1640,22.538011559029,"Ladanyi (1996)","Not Differentiated","Coarse-grained",NA
NA,1650,21.9623128596869,"Ladanyi (1996)","Not Differentiated","Coarse-grained",NA
NA,1660,21.391824424843,"Ladanyi (1996)","Not Differentiated","Coarse-grained",NA
NA,1670,20.8264073001986,"Ladanyi (1996)","Not Differentiated","Coarse-grained",NA
NA,1680,20.2659286001568,"Ladanyi (1996)","Not Differentiated","Coarse-grained",NA
NA,1690,19.7102611431168,"Ladanyi (1996)","Not Differentiated","Coarse-grained",NA
NA,1700,19.1592831144739,"Ladanyi (1996)","Not Differentiated","Coarse-grained",NA
NA,1710,18.6128777547934,"Ladanyi (1996)","Not Differentiated","Coarse-grained",NA
NA,1720,18.0709330708996,"Ladanyi (1996)","Not Differentiated","Coarse-grained",NA
NA,1730,17.5333415678529,"Ladanyi (1996)","Not Differentiated","Coarse-grained",NA
NA,1740,17,"Ladanyi (1996)","Not Differentiated","Coarse-grained",NA
NA,1750,16.4708091394623,"Ladanyi (1996)","Not Differentiated","Coarse-grained",NA
NA,1760,15.9456735605943,"Ladanyi (1996)","Not Differentiated","Coarse-grained",NA
NA,1770,15.4245014390842,"Ladanyi (1996)","Not Differentiated","Coarse-grained",NA
NA,1780,14.9072043644998,"Ladanyi (1996)","Not Differentiated","Coarse-grained",NA
NA,1790,14.3936971651964,"Ladanyi (1996)","Not Differentiated","Coarse-grained",NA
NA,1800,13.8838977446036,"Ladanyi (1996)","Not Differentiated","Coarse-grained",NA
NA,1810,13.377726928001,"Ladanyi (1996)","Not Differentiated","Coarse-grained",NA
NA,1820,12.8751083189722,"Ladanyi (1996)","Not Differentiated","Coarse-grained",NA
NA,1830,12.375968164801,"Ladanyi (1996)","Not Differentiated","Coarse-grained",NA
NA,1840,11.8802352301377,"Ladanyi (1996)","Not Differentiated","Coarse-grained",NA
NA,1850,11.3878406783227,"Ladanyi (1996)","Not Differentiated","Coarse-grained",NA
NA,1860,10.8987179598086,"Ladanyi (1996)","Not Differentiated","Coarse-grained",NA
NA,1870,10.412802707167,"Ladanyi (1996)","Not Differentiated","Coarse-grained",NA
NA,1880,9.9300326362133,"Ladanyi (1996)","Not Differentiated","Coarse-grained",NA
NA,1890,9.4503474528175,"Ladanyi (1996)","Not Differentiated","Coarse-grained",NA
NA,1900,8.97368876500715,"Ladanyi (1996)","Not Differentiated","Coarse-grained",NA
NA,1910,8.5,"Ladanyi (1996)","Not Differentiated","Coarse-grained",NA
NA,1920,8.02922632583196,"Ladanyi (1996)","Not Differentiated","Coarse-grained",NA
NA,1930,7.56131457727346,"Ladanyi (1996)","Not Differentiated","Coarse-grained",NA
NA,1940,7.09621318575073,"Ladanyi (1996)","Not Differentiated","Coarse-grained",NA
NA,1950,6.63387211301047,"Ladanyi (1996)","Not Differentiated","Coarse-grained",NA
NA,1960,6.17424278828652,"Ladanyi (1996)","Not Differentiated","Coarse-grained",NA
NA,1970,5.71727804874507,"Ladanyi (1996)","Not Differentiated","Coarse-grained",NA
NA,1980,5.2629320830017,"Ladanyi (1996)","Not Differentiated","Coarse-grained",NA
NA,1990,4.81116037751887,"Ladanyi (1996)","Not Differentiated","Coarse-grained",NA
NA,2000,4.36191966570632,"Ladanyi (1996)","Not Differentiated","Coarse-grained",NA
NA,2010,3.9151678795596,"Ladanyi (1996)","Not Differentiated","Coarse-grained",NA
NA,2020,3.47086410368378,"Ladanyi (1996)","Not Differentiated","Coarse-grained",NA
NA,2030,3.02896853155988,"Ladanyi (1996)","Not Differentiated","Coarse-grained",NA
NA,2040,2.58944242392241,"Ladanyi (1996)","Not Differentiated","Coarse-grained",NA
NA,2050,2.15224806912381,"Ladanyi (1996)","Not Differentiated","Coarse-grained",NA
NA,1100,63.8974236959197,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1110,62.9761504399921,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1120,62.0631398357471,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1130,61.1582449886714,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1140,60.261322887028,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1150,59.3722342662088,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1160,58.4908434789598,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1170,57.6170183711761,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1180,56.750630162983,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1190,55.891553334834,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1200,55.0396655183754,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1210,54.1948473918395,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1220,53.3569825797422,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1230,52.5259575566756,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1240,51.7016615549949,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1250,50.8839864762134,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1260,50.0728268059272,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1270,49.2680795321031,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1280,48.4696440665707,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1290,47.6774221695695,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1300,46.8913178772094,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1310,46.1112374317105,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1320,45.3370892142951,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1330,44.5687836806132,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1340,43.8062332985849,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1350,43.0493524885556,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1360,42.2980575656576,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1370,41.5522666842846,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1380,40.8118997845843,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1390,40.0768785408833,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1400,39.3471263119605,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1410,38.6225680930902,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1420,37.9031304697794,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1430,37.1887415731291,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1440,36.4793310367508,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1450,35.7748299551732,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1460,35.075170843679,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1470,34.3802875995123,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1480,33.6901154644008,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1490,33.00459098834,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1500,32.3236519945889,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1510,31.6472375458284,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1520,30.9752879114368,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1530,30.3077445358378,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1540,29.6445500078802,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1550,28.9856480312084,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1560,28.3309833955848,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1570,27.6805019491299,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1580,27.0341505714425,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1590,26.3918771475681,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1600,25.7536305427841,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1610,25.1193605781694,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1620,24.489018006931,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1630,23.8625544914593,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1640,23.2399225810843,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1650,22.6210756905086,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1660,22.0059680788916,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1670,21.394554829562,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1680,20.7867918303359,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1690,20.1826357544188,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1700,19.5820440418711,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1710,18.9849748816169,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1720,18.3913871939782,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1730,17.8012406137138,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1740,17.2144954735486,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1750,16.631112788174,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1760,16.0510542387038,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1770,15.4742821575719,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1780,14.9007595138534,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1790,14.3304498989988,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1800,13.7633175129643,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1810,13.1993271507266,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1820,12.6384441891699,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1830,12.0806345743311,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1840,11.525864808993,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1850,10.9741019406142,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1860,10.4253135495838,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1870,9.87946773779077,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1880,9.33653311749886,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1890,8.7964788005161,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1900,8.25927438765021,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1910,7.72488995844077,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1920,7.19329606115954,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1930,6.66446370307035,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1940,6.1383643409409,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1950,5.61496987179827,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1960,5.09425262392105,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1970,4.57618534806046,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1980,4.06074120888401,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1990,3.54789377663437,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,2000,3.03761701899757,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,2010,2.52988529317378,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,2020,2.02467333814505,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,2030,1.52195626713373,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,2040,1.02170956024646,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,2050,0.523909057297743,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1100,63.8974236959197,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1110,62.9761504399921,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1120,62.0631398357471,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1130,61.1582449886714,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1140,60.261322887028,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1150,59.3722342662088,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1160,58.4908434789598,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1170,57.6170183711761,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1180,56.750630162983,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1190,55.891553334834,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1200,55.0396655183754,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1210,54.1948473918395,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1220,53.3569825797422,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1230,52.5259575566756,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1240,51.7016615549949,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1250,50.8839864762134,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1260,50.0728268059272,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1270,49.2680795321031,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1280,48.4696440665707,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1290,47.6774221695695,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1300,46.8913178772094,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1310,46.1112374317105,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1320,45.3370892142951,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1330,44.5687836806132,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1340,43.8062332985849,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1350,43.0493524885556,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1360,42.2980575656576,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1370,41.5522666842846,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1380,40.8118997845843,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1390,40.0768785408833,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1400,39.3471263119605,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1410,38.6225680930902,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1420,37.9031304697794,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1430,37.1887415731291,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1440,36.4793310367508,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1450,35.7748299551732,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1460,35.075170843679,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1470,34.3802875995123,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1480,33.6901154644008,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1490,33.00459098834,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1500,32.3236519945889,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1510,31.6472375458284,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1520,30.9752879114368,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1530,30.3077445358378,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1540,29.6445500078802,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1550,28.9856480312084,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1560,28.3309833955848,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1570,27.6805019491299,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1580,27.0341505714425,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1590,26.3918771475681,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1600,25.7536305427841,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1610,25.1193605781694,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1620,24.489018006931,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1630,23.8625544914593,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1640,23.2399225810843,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1650,22.6210756905086,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1660,22.0059680788916,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1670,21.394554829562,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1680,20.7867918303359,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1690,20.1826357544188,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1700,19.5820440418711,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1710,18.9849748816169,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1720,18.3913871939782,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1730,17.8012406137138,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1740,17.2144954735486,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1750,16.631112788174,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1760,16.0510542387038,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1770,15.4742821575719,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1780,14.9007595138534,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1790,14.3304498989988,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1800,13.7633175129643,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1810,13.1993271507266,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1820,12.6384441891699,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1830,12.0806345743311,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1840,11.525864808993,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1850,10.9741019406142,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1860,10.4253135495838,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1870,9.87946773779077,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1880,9.33653311749886,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1890,8.7964788005161,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1900,8.25927438765021,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1910,7.72488995844077,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1920,7.19329606115954,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1930,6.66446370307035,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1940,6.1383643409409,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1950,5.61496987179827,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1960,5.09425262392105,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1970,4.57618534806046,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1980,4.06074120888401,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1990,3.54789377663437,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,2000,3.03761701899757,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,2010,2.52988529317378,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,2020,2.02467333814505,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,2030,1.52195626713373,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,2040,1.02170956024646,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,2050,0.523909057297743,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1100,63.8974236959197,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1110,62.9761504399921,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1120,62.0631398357471,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1130,61.1582449886714,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1140,60.261322887028,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1150,59.3722342662088,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1160,58.4908434789598,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1170,57.6170183711761,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1180,56.750630162983,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1190,55.891553334834,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1200,55.0396655183754,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1210,54.1948473918395,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1220,53.3569825797422,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1230,52.5259575566756,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1240,51.7016615549949,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1250,50.8839864762134,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1260,50.0728268059272,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1270,49.2680795321031,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1280,48.4696440665707,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1290,47.6774221695695,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1300,46.8913178772094,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1310,46.1112374317105,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1320,45.3370892142951,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1330,44.5687836806132,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1340,43.8062332985849,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1350,43.0493524885556,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1360,42.2980575656576,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1370,41.5522666842846,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1380,40.8118997845843,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1390,40.0768785408833,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1400,39.3471263119605,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1410,38.6225680930902,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1420,37.9031304697794,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1430,37.1887415731291,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1440,36.4793310367508,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1450,35.7748299551732,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1460,35.075170843679,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1470,34.3802875995123,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1480,33.6901154644008,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1490,33.00459098834,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1500,32.3236519945889,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1510,31.6472375458284,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1520,30.9752879114368,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1530,30.3077445358378,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1540,29.6445500078802,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1550,28.9856480312084,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1560,28.3309833955848,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1570,27.6805019491299,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1580,27.0341505714425,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1590,26.3918771475681,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1600,25.7536305427841,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1610,25.1193605781694,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1620,24.489018006931,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1630,23.8625544914593,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1640,23.2399225810843,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1650,22.6210756905086,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1660,22.0059680788916,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1670,21.394554829562,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1680,20.7867918303359,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1690,20.1826357544188,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1700,19.5820440418711,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1710,18.9849748816169,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1720,18.3913871939782,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1730,17.8012406137138,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1740,17.2144954735486,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1750,16.631112788174,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1760,16.0510542387038,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1770,15.4742821575719,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1780,14.9007595138534,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1790,14.3304498989988,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1800,13.7633175129643,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1810,13.1993271507266,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1820,12.6384441891699,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1830,12.0806345743311,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1840,11.525864808993,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1850,10.9741019406142,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1860,10.4253135495838,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1870,9.87946773779077,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1880,9.33653311749886,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1890,8.7964788005161,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1900,8.25927438765021,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1910,7.72488995844077,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1920,7.19329606115954,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1930,6.66446370307035,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1940,6.1383643409409,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1950,5.61496987179827,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1960,5.09425262392105,"Speer et al. (1973)","Not Differentiated",NA,NA
NA,1970,4.57618534806046,"Speer et al. (1973)","Not Differentiated",NA,NA
