"group_luscher","FBD","thaw_strain","method","sub_group","soil_group","group_nelson"
NA,1260,61.2116968197151,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1270,59.9315979806043,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1280,58.7038149289726,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1290,57.5224138828022,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1300,56.3825045549196,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1310,55.28,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1320,54.2114431696387,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1330,53.1738788358046,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1340,52.1647571700669,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1350,51.1818599106036,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1360,50.2232429677833,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1370,49.2871912047326,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1380,48.3721823776456,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1390,47.476858065284,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1400,46.6,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1410,45.7405106220146,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1420,44.8973969709064,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1430,44.0697572399187,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1440,43.2567694740725,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1450,42.4576820085516,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1460,41.6718053306354,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1470,40.8985051144061,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1480,40.1371962280499,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1490,39.3873375527428,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1500,38.6484274826953,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1510,37.92,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1520,37.2016212370115,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1530,36.4928864542293,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1540,35.7934173739019,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1550,35.1028598194769,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1560,34.4208816190829,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1570,33.7471707378198,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1580,33.0814336090586,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1590,32.4233936394303,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1600,31.7727898659055,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1610,31.1293757464727,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1620,30.4929180685189,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1630,29.8631959612086,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1640,29.24,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1650,28.6231313930077,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1660,28.012401240248,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1670,27.4076298579451,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1680,26.8086461610451,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1690,26.215287097926,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1700,25.6273971320096,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1710,25.0448277656044,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1720,24.4674371018499,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1730,23.8950894411013,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1740,23.3276549085005,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1750,22.7650091098392,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1760,22.2070328131302,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1770,21.6536116535775,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1780,21.1046358598781,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1790,20.56,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1800,20.0196027447686,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1810,19.4833466477599,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1820,18.9511379401471,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1830,18.4228863392774,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1840,17.8985048698711,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1850,17.3779096968422,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1860,16.8610199688292,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1870,16.3477576716092,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1880,15.8380474906438,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1890,15.33181668207,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1900,14.8289949515107,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1910,14.3295143401339,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1920,13.8333091174364,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1930,13.3403156802743,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1940,12.8504724577007,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1950,12.3637198212073,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1960,11.88,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1970,11.3992570009672,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1980,10.9214365330275,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1990,10.4464859355666,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,2000,9.97435411069775,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,2010,9.50499145909728,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,2020,9.03834981918908,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,2030,8.57438240946526,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,2040,8.11304377374867,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,2050,7.65428972921541,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1100,NA,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1110,NA,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1120,NA,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1130,NA,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1140,NA,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1150,89.9999987065792,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1160,81.32,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1170,77.7246262786015,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1180,74.9657989903021,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1190,72.64,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1200,70.5909299553018,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1210,68.738429032642,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1220,67.0348786199593,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1230,65.4492525572031,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1240,63.96,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1250,62.5514299097385,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1260,61.2116968197151,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1270,59.9315979806043,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1280,58.7038149289726,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1290,57.5224138828022,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1300,56.3825045549196,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1310,55.28,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1320,54.2114431696387,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1330,53.1738788358046,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1340,52.1647571700669,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1350,51.1818599106036,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1360,50.2232429677833,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1370,49.2871912047326,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1380,48.3721823776456,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1390,47.476858065284,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1400,46.6,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1410,45.7405106220146,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1420,44.8973969709064,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1430,44.0697572399187,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1440,43.2567694740725,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1450,42.4576820085516,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1460,41.6718053306354,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1470,40.8985051144061,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1480,40.1371962280499,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1490,39.3873375527428,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1500,38.6484274826953,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1510,37.92,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1520,37.2016212370115,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1530,36.4928864542293,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1540,35.7934173739019,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1550,35.1028598194769,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1560,34.4208816190829,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1570,33.7471707378198,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1580,33.0814336090586,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1590,32.4233936394303,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1600,31.7727898659055,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1610,31.1293757464727,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1620,30.4929180685189,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1630,29.8631959612086,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1640,29.24,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1650,28.6231313930077,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1660,28.012401240248,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1670,27.4076298579451,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1680,26.8086461610451,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1690,26.215287097926,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1700,25.6273971320096,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1710,25.0448277656044,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1720,24.4674371018499,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1730,23.8950894411013,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1740,23.3276549085005,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1750,22.7650091098392,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1760,22.2070328131302,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1770,21.6536116535775,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1780,21.1046358598781,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1790,20.56,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1800,20.0196027447686,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1810,19.4833466477599,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1820,18.9511379401471,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1830,18.4228863392774,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1840,17.8985048698711,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1850,17.3779096968422,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1860,16.8610199688292,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1870,16.3477576716092,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1880,15.8380474906438,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1890,15.33181668207,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1900,14.8289949515107,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1910,14.3295143401339,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1920,13.8333091174364,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1930,13.3403156802743,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1940,12.8504724577007,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1950,12.3637198212073,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1960,11.88,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1970,11.3992570009672,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1980,10.9214365330275,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1990,10.4464859355666,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,2000,9.97435411069775,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,2010,9.50499145909728,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,2020,9.03834981918908,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,2030,8.57438240946526,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,2040,8.11304377374867,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,2050,7.65428972921541,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1100,NA,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1110,NA,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1120,NA,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1130,NA,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1140,NA,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1150,89.9999987065792,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1160,81.32,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1170,77.7246262786015,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1180,74.9657989903021,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1190,72.64,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1200,70.5909299553018,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1210,68.738429032642,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1220,67.0348786199593,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1230,65.4492525572031,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1240,63.96,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1250,62.5514299097385,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1260,61.2116968197151,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1270,59.9315979806043,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1280,58.7038149289726,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1290,57.5224138828022,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1300,56.3825045549196,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1310,55.28,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1320,54.2114431696387,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1330,53.1738788358046,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1340,52.1647571700669,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1350,51.1818599106036,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1360,50.2232429677833,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1370,49.2871912047326,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1380,48.3721823776456,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1390,47.476858065284,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1400,46.6,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1410,45.7405106220146,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1420,44.8973969709064,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1430,44.0697572399187,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1440,43.2567694740725,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1450,42.4576820085516,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1460,41.6718053306354,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1470,40.8985051144061,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1480,40.1371962280499,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1490,39.3873375527428,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1500,38.6484274826953,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1510,37.92,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1520,37.2016212370115,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1530,36.4928864542293,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1540,35.7934173739019,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1550,35.1028598194769,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1560,34.4208816190829,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1570,33.7471707378198,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1580,33.0814336090586,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1590,32.4233936394303,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1600,31.7727898659055,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1610,31.1293757464727,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1620,30.4929180685189,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1630,29.8631959612086,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1640,29.24,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1650,28.6231313930077,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1660,28.012401240248,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1670,27.4076298579451,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1680,26.8086461610451,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1690,26.215287097926,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1700,25.6273971320096,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1710,25.0448277656044,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1720,24.4674371018499,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1730,23.8950894411013,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1740,23.3276549085005,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1750,22.7650091098392,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1760,22.2070328131302,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1770,21.6536116535775,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1780,21.1046358598781,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1790,20.56,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1800,20.0196027447686,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1810,19.4833466477599,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1820,18.9511379401471,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1830,18.4228863392774,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1840,17.8985048698711,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1850,17.3779096968422,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1860,16.8610199688292,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1870,16.3477576716092,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1880,15.8380474906438,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1890,15.33181668207,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1900,14.8289949515107,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1910,14.3295143401339,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1920,13.8333091174364,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1930,13.3403156802743,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1940,12.8504724577007,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1950,12.3637198212073,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1960,11.88,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1970,11.3992570009672,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1980,10.9214365330275,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1990,10.4464859355666,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,2000,9.97435411069775,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,2010,9.50499145909728,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,2020,9.03834981918908,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,2030,8.57438240946526,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,2040,8.11304377374867,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,2050,7.65428972921541,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1100,NA,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1110,NA,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1120,NA,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1130,NA,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1140,NA,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1150,89.9999987065792,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1160,81.32,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1170,77.7246262786015,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1180,74.9657989903021,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1190,72.64,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1200,70.5909299553018,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1210,68.738429032642,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1220,67.0348786199593,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1230,65.4492525572031,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1240,63.96,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1250,62.5514299097385,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1260,61.2116968197151,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1270,59.9315979806043,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1280,58.7038149289726,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1290,57.5224138828022,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1300,56.3825045549196,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1310,55.28,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1320,54.2114431696387,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1330,53.1738788358046,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1340,52.1647571700669,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1350,51.1818599106036,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1360,50.2232429677833,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1370,49.2871912047326,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1380,48.3721823776456,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1390,47.476858065284,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1400,46.6,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1410,45.7405106220146,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1420,44.8973969709064,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1430,44.0697572399187,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1440,43.2567694740725,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1450,42.4576820085516,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1460,41.6718053306354,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1470,40.8985051144061,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1480,40.1371962280499,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1490,39.3873375527428,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1500,38.6484274826953,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
NA,1510,37.92,"Nixon and Ladanyi (1987)","Not Differentiated",NA,NA
