"unique_id","prim_source","borehole","sample_name","test_name","top","bottom","grain_size_curve","mass_fraction_of_gravel_in_soil","mass_fraction_of_sand_in_soil","mass_fraction_of_silt_in_soil","mass_fraction_of_clay_in_soil","mass_fraction_of_fines_in_soil","loss_on_ignition","LL","PL","IP","D10","D50","D60","soil_description","ground_ice_description","soil_group","USCS_symbol_rep_or_calc","sample_mass_init","mass_of_dry_sample","gravimetric_wc_init","gravimetric_wc_fin","sample_volume_init","solid_grain_density_rpt_or_asm","initial_degree_of_saturation_rep","sample_height_ave_or_typ","sample_diameter_ave_or_typ","frozen_bulk_density_rep","frozen_dry_density_calc","final_bulk_density_rep","reported_test_result_type","volumetric_wc_calc","frozen_void_ratio_calc","loading_steps_count","sigma_v_min","sigma_v_max","num_of_swelling_loading_step","swelling_flag","A0","a0","R_sq","Cc","sigma_v_th","e_th","R_sq_semilog","ice_level","phase_change_strain","excess_water_strain","soil_compression_strain_at_100_kpa","total_strain_at_100_kpa","data_quality_flag","note"
"CEN-099","CEN","WB_2014_F2","WB_2014_F2_253-267","WB_2014_F2_253-267",2.53,2.67,TRUE,8.45,43.41,NA,NA,48.15,NA,"22.15","12.4","9.75",0.009,0.086,0.151,NA,NA,"Coarse-grained","SM or SC",2179.54,1840.83,18.4,NA,1086.59,2.65,NA,143.44,99.74,2005.9,1694.1,NA,"delta_h-sigma_v",31.1727702702703,0.564185652325639,3,25,100,0,FALSE,13.45,0.0488571428571429,0.997441670077773,-0.0963359147517336,1,0.473005162836801,0.98094867807154,"Ice-rich",2.98,2.85,12.32,18.15,"2",NA
"CEN-100","CEN","WB_2014_F2","WB_2014_F2_281-296","WB_2014_F2_281-296",2.81,2.96,TRUE,12,51.26,NA,NA,36.74,NA,NA,NA,NA,0.012,0.165,0.282,NA,NA,"Coarse-grained","SM or SC",2294.4,1948.06,17.78,NA,1171.12,2.65,NA,150.78,98.67,1959.2,1663.4,NA,"delta_h-sigma_v",29.5759687553065,0.593083911800735,3,25,100,0,FALSE,17.7,0.0354285714285713,0.993025058124516,-0.0714214540400784,1,0.399342908080157,0.985607675906183,"Ice-rich",3.08,9.09,8.97,21.14,"2","Higher than 5% fine without LL and PL Data"
"CEN-101","CEN","WB_2014_F2","WB_2014_F2_343-354","WB_2014_F2_343-354",3.43,3.54,TRUE,1.24,34.89,NA,NA,63.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fine-grained","ML or CL",1840,1558.93,18.03,NA,942.29,2.65,NA,114.87,100.06,1952.7,1654.4,NA,"delta_h-sigma_v",29.8290104210794,0.601779587238183,3,25,100,0,FALSE,3.1,0.048,1,-0.0963359147517343,17.1540319389079,0.5520913644387,0.961875714830349,"Ice-poor",3.1,0,4.6,7.7,"2","Higher than 50% fine without LL and PL Data"
"CEN-102","CEN","WB_2017_F1","WB_2017_F1_122-135","WB_2017_F1_122-135",1.22,1.35,TRUE,9.76,63.94,NA,NA,26.3,NA,"23.247",NA,NA,0.024,0.135,0.168,NA,NA,"Coarse-grained","SM",1070.35,327.66,226.66,NA,985.943,2.65,NA,125.52,98.81,1085.6,332.3,NA,"delta_h-sigma_v",75.3266687075246,6.97392225497421,2,25,50,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,7.22,NA,NA,NA,"0","only one reading point"
"CEN-103","CEN","WB_2017_F1","WB_2017_F1_205-220","WB_2017_F1_205-220",2.05,2.2,TRUE,24.04,53.26,NA,NA,22.7,NA,"24.021",NA,NA,0.031,0.181,0.269,NA,NA,"Coarse-grained","SM",1536.55,760.19,102.13,NA,1172.12,2.65,NA,140.54,101,1310.9,648.6,NA,"delta_h-sigma_v",66.2356983129669,3.08608208101304,3,25,100,0,FALSE,56.8000000000001,0.0274285714285709,0.884792626728119,-0.149486764269932,1,0.953973528539864,0.976845151953689,"Ice-rich",6.24,45.94,7.32,59.5,"2",NA
"CEN-104","CEN","WB_2017_F1","WB_2017_F1_285-297","WB_2017_F1_285-297",2.85,2.97,TRUE,51.2,24.38,NA,NA,24.4,NA,NA,NA,NA,0.01,4.978,12.296,NA,NA,"Coarse-grained","GM",1055.66,362.16,191.49,NA,923.659,2.65,NA,115.98,100,1142.9,392.1,NA,"delta_h-sigma_v",75.0811077566983,5.75867092484032,2,25,50,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,7.04,NA,NA,NA,"0","Only two reading points. Higher than 5% fine without LL and PL Data, Contradiction between settlement data from annex  B and C"
"CEN-105","CEN","KUU_2014_F1","KUU_2014_F1_58-72","KUU_2014_F1_58-72",0.58,0.72,TRUE,3.51,70.43,NA,NA,26.06,NA,NA,NA,NA,0.018,0.306,0.391,NA,NA,"Coarse-grained","SM or SC",1910,1563.76,22.14,NA,1000.79,2.65,NA,138.17,95.58,1908.5,1562.5,NA,"delta_h-sigma_v",34.5948829212379,0.695944458999214,3,25,100,0,FALSE,21.5,0.0154285714285714,0.964285714285716,-0.0332192809488739,1,0.372438561897748,1,"Ice-rich",3.39,15.69,3.92,23,"2","Higher than 5% fine without LL and PL Data"
"CEN-106","CEN","KUU_2014_F1","KUU_2014_F1_80-94","KUU_2014_F1_80-94",0.8,0.94,TRUE,0.73,74.46,NA,NA,24.81,NA,"15.937",NA,NA,0.02,0.244,0.322,NA,NA,"Coarse-grained","SM or SC",1693,1465.06,15.56,NA,837.98,2.65,NA,136.93,88.44,2020.3,1748.3,NA,"delta_h-sigma_v",27.2030702665282,0.515784784437955,3,25,100,0,FALSE,22.95,0.0425714285714285,0.970493093198112,-0.0830482023721842,1,0.271429738077702,0.999466950959488,"Ice-rich",2.81,13.31,10.96,27.08,"2",NA
"CEN-107","CEN","KUU_2014_F1","KUU_2014_F1_118-131","KUU_2014_F1_118-131",1.18,1.31,TRUE,0.28,93.82,NA,NA,5.9,NA,NA,NA,NA,0.129,0.346,0.386,NA,NA,"Coarse-grained","SW-SM/SC or SP-SM/SC",1573.73,1283.32,22.63,NA,859.89,2.65,NA,118.42,95.59,1830.2,1492.4,NA,"delta_h-sigma_v",33.7743015575308,0.775595563326412,3,25,100,0,FALSE,8.6,0.0468571428571428,0.848561332660273,-0.111284591178727,2.92344659970676,0.711555562684782,0.955648594947487,"Ice-poor",3.61,0,9.61,13.22,"2","Higher than 5% fine without LL and PL Data"
"CEN-108","CEN","KUU_2014_F1","KUU_2014_F1_198-214","KUU_2014_F1_198-214",1.98,2.14,TRUE,0.31,51.68,NA,NA,48,NA,"16.957","15.787","1.17",0.01,0.081,0.11,NA,NA,"Coarse-grained","SM or SC",1882.41,1419.29,32.63,NA,1207.03,2.65,NA,139.37,99.01,1559.5,1175.9,NA,"delta_h-sigma_v",38.3672509990198,1.25373196537352,3,25,100,0,FALSE,20.5,0.0279999999999999,0.942307692307694,-0.0813872383247408,1,0.892941143316148,0.996541228555617,"Ice-rich",4.59,11.41,7.22,23.22,"2",NA
"CEN-109","CEN","KUU_2014_F1","KUU_2014_F1_221-235","KUU_2014_F1_221-235",2.21,2.35,TRUE,0.12,60.16,NA,NA,39.73,NA,"17.266",NA,NA,0.014,0.114,0.151,NA,NA,"Coarse-grained","SM or SC",1787,1303.87,37.05,NA,1057.86,2.65,NA,145.21,96.01,1689.3,1232.6,NA,"delta_h-sigma_v",45.6684166362641,1.14989936660155,3,25,100,0,FALSE,30.65,0.0208571428571428,0.986121391561807,-0.0564727776130853,1,0.560612221892837,0.99540757749713,"Ice-rich",4.42,22.99,5.25,32.66,"2",NA
"CEN-110","CEN","KUU_2014_F1","KUU_2014_F1_235-250","KUU_2014_F1_235-250",2.35,2.5,TRUE,0.26,47.15,NA,NA,52.59,NA,"17.814",NA,NA,NA,NA,NA,NA,NA,"Fine-grained","ML or CL",1868,1391.31,34.26,NA,1091.16,2.65,NA,148.2,96.27,1711.9,1275.1,NA,"delta_h-sigma_v",43.6836690004469,1.07832817337461,3,25,100,0,FALSE,28.05,0.0282857142857141,0.964285714285716,-0.0764043461824096,1,0.590808692364819,1,"Ice-rich",4.29,19.17,7.35,30.81,"2",NA
"CEN-111","CEN","KUU_2014_F1","KUU_2014_F1_258-273","KUU_2014_F1_258-273",2.58,2.73,TRUE,0.01,43.22,NA,NA,56.76,NA,"19.68","13.817","5.863",NA,NA,NA,NA,NA,"Fine-grained","CL+ML",1916,1378.45,39,NA,1201.14,2.65,NA,151.81,99.92,1595.2,1147.6,NA,"delta_h-sigma_v",44.7574100719424,1.3091148445336,3,25,100,0,FALSE,27.55,0.0339999999999998,0.989726027397261,-0.0996578428466215,1,0.796649019026576,0.994108983799706,"Ice-rich",4.68,17.51,8.63,30.82,"2",NA
"CEN-112","CEN","KUU_2014_F1","KUU_2014_F1_293-301","KUU_2014_F1_293-301",2.93,3.01,TRUE,1.77,36.74,NA,NA,61.49,NA,"20.001","13.853","6.148",NA,NA,NA,NA,NA,"Fine-grained","CL+ML",979,649.89,50.64,NA,638.84,2.65,NA,86.25,97.08,1532.5,1017.3,NA,"delta_h-sigma_v",51.5173924588423,1.604867862969,3,25,100,0,FALSE,41.1,0.0308571428571428,0.964285714285716,-0.104640734988952,1,0.665114803311238,0.999916022841787,"Ice-rich",5.09,30.99,8.03,44.11,"2",NA
"CEN-113","CEN","KUU_2014_F2","KUU_2014_F2_65-79","KUU_2014_F2_65-79",0.65,0.79,FALSE,0,2.21,NA,NA,97.79,NA,"24.045","13.817","10.228",NA,NA,NA,NA,NA,"Fine-grained","CL",1010.14,317.18,218.48,NA,989.29,2.65,NA,135.97,95.55,1021.1,320.6,NA,"delta_h-sigma_v",70.0483320773675,7.26532171187934,3,25,100,0,FALSE,35.15,0.163714285714286,0.95356881469348,-1.75729996219542,1,6.5562665910575,0.999256083451963,"Ice-rich",7.26,1.32,42.52,51.1,"2",NA
"CEN-114","CEN","KUU_2014_F2","KUU_2014_F2_79-93","KUU_2014_F2_79-93",0.79,0.93,TRUE,0,60.97,NA,NA,39.03,NA,"75.806",NA,NA,0.02,0.107,0.147,NA,NA,"Coarse-grained","SM or SC",1254,569.25,120.29,NA,1062.67,2.65,NA,139.4,98.05,1180,535.7,NA,"delta_h-sigma_v",64.4342457669436,3.9471906779661,3,25,100,0,FALSE,26.95,0.130571428571428,0.955410894984355,-0.838786843959061,1.11953196626898,3.62127585134505,0.999528373371516,"Ice-poor",6.59,0,33.08,39.67,"2",NA
"CEN-115","CEN","KUU_2014_F2","KUU_2014_F2_97-112","KUU_2014_F2_97-112",0.97,1.12,TRUE,0.02,49.19,NA,NA,50.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fine-grained","ML or CL",1067,293.04,264.11,NA,1085.8,2.65,NA,144.99,96.51,982.7,269.9,NA,"delta_h-sigma_v",71.2809032984538,8.81877989213392,3,25,100,0,FALSE,55.7,0.0954285714285715,0.941655130499376,-1.22413050296599,1,4.88276100593199,0.997086769122322,"Ice-rich",7.42,32.67,24.93,65.02,"2","Higher than 50% fine without LL and PL Data"
"CEN-116","CEN","KUU_2014_F2","KUU_2014_F2_113-130","KUU_2014_F2_113-130",1.13,1.3,TRUE,0,81.43,NA,NA,18.57,NA,"42.465",NA,NA,0.034,0.223,0.275,NA,NA,"Coarse-grained","SM or SC",1438.79,851.4,68.99,NA,1250.01,2.65,NA,137.38,99.29,1151,681.1,NA,"delta_h-sigma_v",46.989460914847,2.89073414422242,3,25,100,0,FALSE,28.85,0.0625714285714285,0.950023769907297,-0.317244133061744,1,2.16532159945682,0.998458198007517,"Ice-rich",6.14,12.51,16.31,34.96,"2",NA
"CEN-117","CEN","KUU_2014_F2","KUU_2014_F2_135-148","KUU_2014_F2_135-148",1.35,1.48,FALSE,0,64.6,NA,NA,35.4,NA,"50.368",NA,NA,NA,NA,NA,NA,NA,"Coarse-grained","SM or SC",1375.54,797.78,72.42,NA,1000.8,2.65,NA,129.31,98.99,1374.4,797.1,NA,"delta_h-sigma_v",57.7276696438928,2.32445430733411,3,25,100,0,FALSE,21.3,0.0817142857142856,0.979311335664001,-0.348802449963173,1,2.05027156659301,0.998068740758623,"Ice-rich",5.78,2.47,20.98,29.23,"2",NA
"CEN-118","CEN","KUU_2014_F2","KUU_2014_F2_148-161","KUU_2014_F2_148-161",1.48,1.61,TRUE,0,85.32,NA,NA,14.68,NA,NA,NA,NA,0.053,0.212,0.249,NA,NA,"Coarse-grained","SM or SC",1400.36,946.19,48,NA,952.04,2.65,NA,124.64,97.24,1470.9,993.9,NA,"delta_h-sigma_v",47.7048648648649,1.66639472431844,3,25,100,0,FALSE,21.85,0.0574285714285714,0.948647506339814,-0.199315685693242,1,1.33329803805315,0.998520710059172,"Ice-rich",5.16,7.33,14.95,27.44,"2","Higher than 5% fine without LL and PL Data"
"CEN-119","CEN","KUU_2014_F2","KUU_2014_F2_167-179","KUU_2014_F2_167-179",1.67,1.79,TRUE,0,1.07,NA,NA,98.93,NA,"33.659",NA,NA,NA,NA,NA,NA,NA,"Fine-grained","ML or CL",1535.6,1127.72,36.17,NA,931.821,2.65,NA,122.93,98.38,1648,1210.2,NA,"delta_h-sigma_v",43.774810898142,1.18962682038835,3,25,100,0,FALSE,9.9,0.0651428571428571,0.950625411454905,-0.186027973313693,4.11662432514161,1.09140075264986,0.99830220713073,"Ice-poor",4.49,0,11.77,16.26,"2",NA
"CEN-120","CEN","KUU_2014_F2","KUU_2014_F2_179-192","KUU_2014_F2_179-192",1.79,1.92,TRUE,0.01,83.29,NA,NA,16.7,NA,NA,NA,NA,0.05,0.185,0.215,NA,NA,"Coarse-grained","SM or SC",1458.01,983.11,48.31,NA,949.61,2.65,NA,121.66,99.63,1535.4,1035.3,NA,"delta_h-sigma_v",50.0136025891713,1.55973361990361,3,25,100,0,FALSE,10.55,0.0682857142857142,0.96821818428368,-0.225891110452341,4.18777948595924,1.43094827514092,0.999711732487749,"Ice-poor",5.03,0,12.16,17.19,"2","Higher than 5% fine without LL and PL Data"
"CEN-121","CEN","KUU_2014_F2","KUU_2014_F2_195-209","KUU_2014_F2_195-209",1.95,2.09,TRUE,1.15,89.88,NA,NA,8.96,NA,"28.53",NA,NA,0.081,0.262,0.31,NA,NA,"Coarse-grained","SW-SM/SC or SP-SM/SC",1787.31,1423.43,25.56,NA,983.19,2.65,NA,140.93,93.97,1817.9,1447.8,NA,"delta_h-sigma_v",37.0066294998407,0.830320699708455,3,25,100,0,FALSE,8.35,0.0654285714285714,0.912271240693063,-0.15779158450715,5.27708637251996,0.761762109824271,0.989438678555766,"Ice-poor",3.75,0,11.01,14.76,"2",NA
"CEN-122","CEN","KUU_2014_F2","KUU_2014_F2_209-224","KUU_2014_F2_209-224",2.09,2.24,TRUE,10.88,85.04,NA,NA,4.08,NA,"27.026",NA,NA,0.138,0.339,0.388,NA,NA,"Coarse-grained","SW or SP",1832.45,1492.18,22.8,NA,1052.7,2.65,NA,148.6,93,1740.7,1417.5,NA,"delta_h-sigma_v",32.3191856677524,0.869477796288849,3,25,100,0,FALSE,11.25,0.0602857142857142,0.90703691630674,-0.147825800222488,2.07291401272063,0.797686051641146,0.985035649146078,"Ice-poor",3.84,0,13.31,17.15,"2",NA
"CEN-123","CEN","KUU_2014_F2","KUU_2014_F2_237-250","KUU_2014_F2_237-250",2.37,2.5,TRUE,0.01,97.31,NA,NA,2.68,NA,"26.481","13.853","12.628",0.158,0.351,0.396,NA,NA,"Coarse-grained","SW or SP",1669,1341.61,24.4,NA,897.91,2.65,NA,128.95,93.82,1858.8,1494.1,NA,"delta_h-sigma_v",36.4587781350482,0.773509791263181,3,25,100,0,FALSE,9.6,0.0394285714285714,0.845948827292111,-0.0930139866568463,1.30389889918269,0.709642010333193,0.951071572988273,"Ice-poor",3.6,0,9.88,13.48,"2",NA
"CEN-124","CEN","KUU_2014_F2","KUU_2014_F2_250-265","KUU_2014_F2_250-265",2.5,2.65,TRUE,0,96.05,NA,NA,3.95,NA,"27.035",NA,NA,0.14,0.337,0.394,NA,NA,"Coarse-grained","SW or SP",1837.02,1385.39,32.6,NA,1060.33,2.65,NA,147.84,95.68,1732.5,1306.6,NA,"delta_h-sigma_v",42.5938914027149,1.02822510822511,3,25,100,0,FALSE,22.35,0.015142857142857,0.920380078636963,-0.0398631371386484,1,0.62505960761063,0.990825688073394,"Ice-rich",4.19,15.69,3.93,23.81,"2",NA
"CEN-125","CEN","KUU_2014_F3","KUU_2014_F3_(137-157)","KUU_2014_F3_(137-157)",1.37,1.57,TRUE,0.93,81.17,NA,NA,17.89,NA,"27.851",NA,NA,0.042,0.169,0.194,NA,NA,"Coarse-grained","SM or SC",NA,NA,24.8,NA,NA,2.65,NA,NA,NA,NA,NA,NA,"strain-sigma_v",NA,NA,3,25,100,NA,NA,-10.75,0.0356,0.808595345038791,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","Insufficient data to calculate initial void ratio--only thaw strain data is available, with negative values reported"
"CEN-126","CEN","KUU_2014_F3","KUU_2014_F3_(166-187)","KUU_2014_F3_(166-187)",1.66,1.87,TRUE,0.17,92.41,NA,NA,7.43,NA,"27.243",NA,NA,0.088,0.206,0.228,NA,NA,"Coarse-grained","SW-SM/SC or SP-SM/SC",NA,NA,23.11,NA,NA,2.65,NA,NA,NA,NA,NA,NA,"strain-sigma_v",NA,NA,3,25,100,NA,NA,-8.62,0.0558857142857143,0.842648877800213,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","Insufficient data to calculate initial void ratio--only thaw strain data is available, with negative values reported"
"CEN-127","CEN","KUU_2014_F3","KUU_2014_F3_188-220_A","KUU_2014_F3_188-220_A",1.88,2.2,TRUE,0.13,87.81,NA,NA,12.06,NA,"26.844",NA,NA,0.066,0.206,0.228,NA,NA,"Coarse-grained","SM or SC",NA,NA,24.03,NA,NA,2.65,NA,NA,NA,NA,NA,NA,"strain-sigma_v",NA,NA,3,25,100,NA,NA,33.12,-0.0294285714285715,0.892857142857144,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","Erroneous data (thaw strain reduction or void ratio increase with vertical stress)"
"CEN-128","CEN","KUU_2014_F3","KUU_2014_F3_188-220_B","KUU_2014_F3_188-220_B",1.88,2.2,TRUE,0.09,90.82,NA,NA,9.08,NA,"28.314",NA,NA,0.08,0.206,0.228,NA,NA,"Coarse-grained","SW-SM/SC or SP-SM/SC",NA,NA,23.51,NA,NA,2.65,NA,NA,NA,NA,NA,NA,"strain-sigma_v",NA,NA,3,25,100,NA,NA,-8.245,0.0746,0.901959131810284,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","Insufficient data to calculate initial void ratio--only thaw strain data is available, with negative values reported"
"CEN-129","CEN","KUU_2014_F3","KUU_2014_F3_221-236","KUU_2014_F3_221-236",2.21,2.36,TRUE,0.03,73.87,NA,NA,26.1,NA,"24.827",NA,NA,0.016,0.142,0.162,NA,NA,"Coarse-grained","SM or SC",NA,NA,29.74,NA,NA,2.65,NA,NA,NA,NA,NA,NA,"strain-sigma_v",NA,NA,3,25,100,NA,NA,-15.89,7.03254925305989e-17,0.368421052631579,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","Insufficient data to calculate initial void ratio--only thaw strain data is available, with negative values reported"
"ODS_001","ODS","Inuvik test site 1","15-CH-1","C01",1.22,1.73,TRUE,0,7,NA,NA,93,NA,NA,NA,NA,NA,NA,NA,"clayey silt","Vr","Fine-grained","ML",NA,NA,266,127,NA,2.66,NA,101.6,89,1051,287.16,1506,"strain-sigma_v",76.3841530054645,8.26317792578497,4,12,36.9,0,FALSE,52.0661553010403,0.127245980876326,0.981496069052431,-1.00492691814426,1,4.55175378359682,0.952248413503219,"Ice-rich",7.37,32.7,21.7,61.77,"2",""
"ODS_002","ODS","Inuvik test site 1","15-CH-1","C02",1.22,1.73,TRUE,0,7,NA,NA,93,NA,NA,NA,NA,NA,NA,NA,"clayey silt","Vr","Fine-grained","ML",NA,NA,189,127,NA,2.66,NA,101.6,89,1112,384.78,1259,"strain-sigma_v",72.722491349481,5.91312949640288,3,19.2,39.3,0,FALSE,24.385547893226,0.159583594549114,0.973298934472624,-0.71566511995118,1,4.94112180431974,0.995925727481861,"Ice-rich",7.07,7,20.7,34.77,"2",""
"ODS_003","ODS","Inuvik test site 1","15-CH-1","C03",1.22,1.73,TRUE,0,7,NA,NA,93,NA,NA,NA,NA,NA,NA,NA,"clayey silt","Vr","Fine-grained","ML",NA,NA,200.5,148,NA,2.66,NA,101.6,89,1073,357.07,1224,"strain-sigma_v",71.5928452579035,6.44948741845294,3,19.2,39.3,0,FALSE,22.1026581526582,0.144391644391644,0.991814191578713,-0.693734262458595,1,5.49266587456919,0.999938524538023,"Ice-rich",7.15,5.69,18.63,31.47,"2",""
"ODS_004","ODS","Inuvik test site 1","15-CH-1","C04",1.22,1.73,TRUE,0,7,NA,NA,93,NA,NA,NA,NA,NA,NA,NA,"clayey silt","Vr","Fine-grained","ML",NA,NA,348,169,NA,2.66,NA,101.6,89,990,220.98,1057,"strain-sigma_v",76.9017857142857,11.0371717171717,4,1.2,32.6,0,FALSE,33.3598859030176,0.328103888305058,0.96770721712646,-1.45659725285926,1,8.04840189585104,0.990873077300267,"Ice-rich",7.57,17.26,24.2,49.03,"0","Discripancy between thaw strain and sample propeties (comparing initial and fianl void ratio calculated using sample properties such as initial and final water content and bulk density and specific gravity)"
"ODS_005","ODS","Inuvik test site 1","15-CH-1","C05",1.22,1.73,TRUE,0,7,NA,NA,93,NA,NA,NA,NA,NA,NA,NA,"clayey silt","Vr","Fine-grained","ML",NA,NA,220,154,NA,2.66,NA,101.6,89,1048,327.5,1243,"strain-sigma_v",72.05,7.12213740458015,5,1.2,33.5,0,FALSE,23.5083607680241,0.293808966172474,0.963958728763502,-0.894761949691858,1,5.84289398664173,0.993798557090939,"Ice-rich",7.24,8.51,22.03,37.78,"2",""
"ODS_006","ODS","Inuvik test site 1","15-CH-1","C06",1.73,2.29,TRUE,0,7,NA,NA,93,NA,"55.2","30.2","25",NA,NA,NA,"clayey silt","Vr","Fine-grained","MH",NA,NA,125,39.3,NA,2.66,NA,101.6,89,1258,559.11,1837,"strain-sigma_v",69.8888888888889,3.75755166931638,3,26.3,52.7,0,FALSE,53.1070006312045,0.0869627589372811,0.981082341211785,-0.365661946500852,1,1.64514282953389,0.998415417791972,"Ice-rich",6.52,37.88,15.37,59.77,"2",""
"ODS_007","ODS","Inuvik test site 1","15-CH-1","C07",1.73,2.29,TRUE,0,7,NA,NA,93,NA,"55.2","30.2","25",NA,NA,NA,"clayey silt","Vr","Fine-grained","MH",NA,NA,100.2,34.4,NA,2.66,NA,101.6,89,1333,665.83,1866,"strain-sigma_v",66.7165834165834,2.9949887471868,6,1.1,52.7,0,FALSE,48.2977738536934,0.0699390885101476,0.978314630945533,-0.300980367830285,1,1.45426257146454,0.951498629909724,"Ice-rich",6.19,32.37,15.07,53.63,"2",""
"ODS_008","ODS","Inuvik test site 1","15-CH-1","C08",1.73,2.29,TRUE,0,7,NA,NA,93,NA,"55.2","30.2","25",NA,NA,NA,"clayey silt","Vr","Fine-grained","MH",NA,NA,117.5,39.5,NA,2.66,NA,101.6,89,1243,571.49,1826,"strain-sigma_v",67.1505747126437,3.65446500402253,3,26.3,52.7,0,FALSE,51.1908538913924,0.0981058580921091,0.992259643459179,-0.400569192120895,1,1.72419384589982,0.999836437901488,"Ice-rich",6.49,34.99,17.21,58.69,"2",""
"ODS_009","ODS","Inuvik test site 1","15-CH-1","C09",1.73,2.29,TRUE,0,7,NA,NA,93,NA,"55.2","30.2","25",NA,NA,NA,"clayey silt","Vr","Fine-grained","MH",NA,NA,196,33.9,NA,2.66,NA,101.6,89,1131,382.09,1592,"strain-sigma_v",74.8905405405405,5.96162687886826,6,1.1,65.1,0,FALSE,64.0022750495374,0.0602859900981714,0.952358118725403,-0.417195349443572,1,1.98546109416441,0.995856200444678,"Ice-rich",7.07,50.04,11.99,69.1,"2",""
"ODS_010","ODS","Inuvik test site 1","15-CH-1","C10",2.29,2.51,TRUE,0,7,NA,NA,93,NA,"63","28.8","34.2",NA,NA,NA,"clayey silt","Vr","Fine-grained","MH",NA,NA,63.2,33.1,NA,2.66,NA,101.6,89,1514,927.7,1922,"strain-sigma_v",58.6303921568627,1.86731836195509,3,34,68.9,0,FALSE,32.8243163239623,0.0460106586708391,0.962446837719134,-0.151848799099269,1,1.11541922090262,0.988922494674773,"Ice-rich",5.38,20.84,10.59,36.81,"2",""
"ODS_011","ODS","Inuvik test site 1","15-CH-1","C11",2.29,2.51,TRUE,0,7,NA,NA,93,NA,"63","28.8","34.2",NA,NA,NA,"clayey silt","Vr","Fine-grained","MH",NA,NA,59.6,33.2,NA,2.66,NA,101.6,89,1525,955.51,1886,"strain-sigma_v",56.9486215538847,1.78384262295082,6,1.1,65.1,0,FALSE,25.1193158592578,0.115744037796807,0.947106503306213,-0.292501457299342,1,1.41191459547636,0.966796781047412,"Ice-rich",5.29,8.07,21.01,34.37,"2",""
"ODS_012","ODS","Inuvik test site 1","15-CH-1","C12",2.29,2.51,TRUE,0,7,NA,NA,93,NA,"63","28.8","34.2",NA,NA,NA,"clayey silt","Vr","Fine-grained","MH",NA,NA,96.4,34,NA,2.66,NA,101.6,89,1317,670.57,1781,"strain-sigma_v",64.6429735234216,2.96677296886864,6,1.1,95.8,0,FALSE,43.3146869790202,0.0667564136426762,0.988104220825635,-0.33189960257985,1,1.66773193533142,0.99534227833746,"Ice-rich",6.18,26.57,16.73,49.48,"2",""
"ODS_013","ODS","Inuvik test site 1","15-CH-1","C13",2.29,2.51,TRUE,0,7,NA,NA,93,NA,"63","28.8","34.2",NA,NA,NA,"clayey silt","Vr","Fine-grained","MH",NA,NA,85.1,33.3,NA,2.66,NA,101.6,89,1371,740.68,1926,"strain-sigma_v",63.0319286871961,2.59129102844639,3,38.3,78.5,0,FALSE,42.2237868241349,0.0820275129482398,0.998587079293997,-0.375678261127741,1,1.55939386812901,0.981997313655926,"Ice-rich",5.96,22.77,20.92,49.65,"2",""
"ODS_014","ODS","Inuvik test site 2","15-CH-2","C14",1.37,1.83,TRUE,0,7,NA,NA,93,NA,"50.4","32.3","18.1",NA,NA,NA,"clayey silt","Vr","Fine-grained","MH",NA,NA,78.8,37.5,NA,2.67,NA,101.6,89,1416,791.95,1829,"strain-sigma_v",62.4053691275168,2.3714406779661,3,24.4,65.1,0,FALSE,35.069225816196,0.0853279489971935,0.966150004784683,-0.274076754946479,1,1.50294138506533,0.995705671077292,"Ice-rich",5.81,19.95,16.26,42.02,"2",""
"ODS_015","ODS","Inuvik test site 2","15-CH-2","C15",1.37,1.83,TRUE,0,7,NA,NA,93,NA,"50.4","32.3","18.1",NA,NA,NA,"clayey silt","Vr","Fine-grained","MH",NA,NA,98.8,35.4,NA,2.67,NA,101.6,89,1301,654.43,1793,"strain-sigma_v",64.6573440643863,3.07990776325903,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.24,NA,NA,NA,"0","Completed test result was not included in the reference"
"ODS_016","ODS","Inuvik test site 2","15-CH-2","C16",1.37,1.83,TRUE,0,7,NA,NA,93,NA,"50.4","32.3","18.1",NA,NA,NA,"clayey silt","Vr","Fine-grained","MH",NA,NA,106.9,36.2,NA,2.67,NA,101.6,89,1282,619.62,1700,"strain-sigma_v",66.2376993716772,3.30907176287051,6,1.1,66.1,0,FALSE,44.1080125497119,0.0956027574924251,0.980590639060589,-0.299930860682431,1,1.71437515758305,0.979795784277846,"Ice-rich",6.34,30.66,13.92,50.92,"2",""
