test_id,sample_name,particle_size,pct_passing
NESCL-014,2A-1-8_1,0.8396,98.7
NESCL-014,2A-1-8_1,0.4114,98.3
NESCL-014,2A-1-8_1,0.149,91.2
NESCL-014,2A-1-8_1,0.0773,87.4
NESCL-014,2A-1-8_1,0.0538,78.7
NESCL-014,2A-1-8_1,0.0376,75.7
NESCL-014,2A-1-8_1,0.0233,72.8
NESCL-014,2A-1-8_1,0.0206,65.5
NESCL-014,2A-1-8_1,0.0119,52.2
NESCL-014,2A-1-8_1,0.0107,48.8
NESCL-014,2A-1-8_1,0.0082,40.1
NESCL-014,2A-1-8_1,0.0058,30.8
NESCL-014,2A-1-8_1,0.0044,24.5
NESCL-014,2A-1-8_1,0.0029,20.1
NESCL-014,2A-1-8_1,0.0024,17.9
NESCL-014,2A-1-8_1,0.0013,15.5
NESCL-020,2A-1-11_1,12.544,99.3
NESCL-020,2A-1-11_1,9.1728,97.9
NESCL-020,2A-1-11_1,6.3244,97.3
NESCL-020,2A-1-11_1,4.7628,95.5
NESCL-020,2A-1-11_1,1.9744,90
NESCL-020,2A-1-11_1,0.8318,86.2
NESCL-020,2A-1-11_1,0.4257,84.5
NESCL-020,2A-1-11_1,0.148,82.1
NESCL-020,2A-1-11_1,0.0735,79.9
NESCL-020,2A-1-11_1,0.0467,68.6
NESCL-020,2A-1-11_1,0.0351,66.4
NESCL-020,2A-1-11_1,0.0245,62.3
NESCL-020,2A-1-11_1,0.0174,60.3
NESCL-020,2A-1-11_1,0.0125,58.3
NESCL-020,2A-1-11_1,0.0099,55.4
NESCL-020,2A-1-11_1,0.0074,50.2
NESCL-020,2A-1-11_1,0.0052,45.1
NESCL-020,2A-1-11_1,0.0037,40.1
NESCL-020,2A-1-11_1,0.0024,32.8
NESCL-020,2A-1-11_1,0.002,30.2
NESCL-020,2A-1-11_1,0.0011,29
NESCL-036,3A-1-9 ,6.3855,99.8
NESCL-036,3A-1-9 ,1.95978,94.5
NESCL-036,3A-1-9 ,0.81113,87.4
NESCL-036,3A-1-9 ,0.40169,72.9
NESCL-036,3A-1-9 ,0.14532,63.4
NESCL-036,3A-1-9 ,0.04527,56.7
NESCL-036,3A-1-9 ,0.03162,54.9
NESCL-036,3A-1-9 ,0.02276,52.7
NESCL-036,3A-1-9 ,0.02276,52.7
NESCL-036,3A-1-9 ,0.01453,50.8
NESCL-036,3A-1-9 ,0.01046,46.8
NESCL-036,3A-1-9 ,0.00709,43.6
NESCL-036,3A-1-9 ,0.00481,38.7
NESCL-036,3A-1-9 ,0.00289,31.7
NESCL-036,3A-1-9 ,0.00171,27.8
NESCL-036,3A-1-9 ,0.00129,26.2
NESCL-036,3A-1-9 ,0.00073,22.4
NESCL-061,4B-1-8_2,0.42687,100.5
NESCL-061,4B-1-8_2,0.15304,50.6
NESCL-061,4B-1-8_2,0.07462,17.3
NESCL-061,4B-1-8_2,0.05707,14
NESCL-061,4B-1-8_2,0.01505,8
NESCL-061,4B-1-8_2,0.00966,6.6
NESCL-061,4B-1-8_2,0.00638,5
NESCL-061,4B-1-8_2,0.0038,4.1
NESCL-061,4B-1-8_2,0.00248,3.5
NESCL-061,4B-1-8_2,0.00127,2.9
NESCL-061,4B-1-8_2,0.00093,2.3
NESCL-064,4B-1-10_2,0.39662,100.9
NESCL-064,4B-1-10_2,0.14846,89.4
NESCL-064,4B-1-10_2,0.06364,21.7
NESCL-064,4B-1-10_2,0.03343,9.2
NESCL-064,4B-1-10_2,0.01742,6.2
NESCL-064,4B-1-10_2,0.00739,3.9
NESCL-064,4B-1-10_2,0.00434,2.7
NESCL-064,4B-1-10_2,0.00291,2.3
NESCL-064,4B-1-10_2,0.00184,2.1
NESCL-064,4B-1-10_2,0.00129,1.9
NESCL-067,4B-1-11_2,0.15175,99.1
NESCL-067,4B-1-11_2,0.07425,30.6
NESCL-067,4B-1-11_2,0.03201,10.4
NESCL-067,4B-1-11_2,0.02209,7.8
NESCL-067,4B-1-11_2,0.01085,5
NESCL-067,4B-1-11_2,0.0038,2.3
NESCL-067,4B-1-11_2,0.00263,2.1
NESCL-067,4B-1-11_2,0.00148,1.7
NESCL-067,4B-1-11_2,0.00079,1.1
NESCL-072,4B-2-4_2,0.68751,98.3
NESCL-072,4B-2-4_2,0.34956,96.5
NESCL-072,4B-2-4_2,0.13669,22.7
NESCL-072,4B-2-4_2,0.07093,17.1
NESCL-072,4B-2-4_2,0.05073,14.2
NESCL-072,4B-2-4_2,0.03364,12.5
NESCL-072,4B-2-4_2,0.02229,11.3
NESCL-072,4B-2-4_2,0.01392,10.4
NESCL-072,4B-2-4_2,0.00896,8.5
NESCL-072,4B-2-4_2,0.0063,7.3
NESCL-072,4B-2-4_2,0.00405,6.7
NESCL-072,4B-2-4_2,0.00246,4.8
NESCL-073,4B-2-6,0.66713,98.7
NESCL-073,4B-2-6,0.33852,98.3
NESCL-073,4B-2-6,0.06677,8.1
NESCL-073,4B-2-6,0.02416,6.7
NESCL-073,4B-2-6,0.01467,4.6
NESCL-073,4B-2-6,0.01076,4.6
NESCL-073,4B-2-6,0.00702,4.2
NESCL-073,4B-2-6,0.0025,2.7
NESCL-073,4B-2-6,0.00127,2.3
NESCL-076,4B-2-8_2,0.69714,98.8
NESCL-076,4B-2-8_2,0.33843,98.5
NESCL-076,4B-2-8_2,0.13313,40.6
NESCL-076,4B-2-8_2,0.06725,13.3
NESCL-076,4B-2-8_2,0.04672,10
NESCL-076,4B-2-8_2,0.02317,5.2
NESCL-076,4B-2-8_2,0.01285,4.4
NESCL-076,4B-2-8_2,0.00413,3.7
NESCL-076,4B-2-8_2,0.00143,2.5
NESCL-081,4D-1-5_1,0.92012,101
NESCL-081,4D-1-5_1,0.43347,101.1
NESCL-081,4D-1-5_1,0.15368,36
NESCL-081,4D-1-5_1,0.04991,12.1
NESCL-081,4D-1-5_1,0.03605,11.3
NESCL-081,4D-1-5_1,0.016,10.6
NESCL-081,4D-1-5_1,0.01173,9.6
NESCL-081,4D-1-5_1,0.00912,8.6
NESCL-081,4D-1-5_1,0.00576,7.4
NESCL-081,4D-1-5_1,0.00416,6.5
NESCL-081,4D-1-5_1,0.00241,3.9
NESCL-081,4D-1-5_1,0.00129,2.8
NESCL-082,4D-1-5_2,0.45317,101.3
NESCL-082,4D-1-5_2,0.15179,39.2
NESCL-082,4D-1-5_2,0.07778,13.4
NESCL-082,4D-1-5_2,0.03504,12.7
NESCL-082,4D-1-5_2,0.02493,11.7
NESCL-082,4D-1-5_2,0.01646,9.4
NESCL-082,4D-1-5_2,0.01243,8
NESCL-082,4D-1-5_2,0.00858,7
NESCL-082,4D-1-5_2,0.00648,6.8
NESCL-082,4D-1-5_2,0.00435,5.3
NESCL-082,4D-1-5_2,0.00288,5.9
NESCL-082,4D-1-5_2,0.00241,5.3
NESCL-082,4D-1-5_2,0.00126,3.6
NESCL-083,4D-1-6,0.45991,101.3
NESCL-083,4D-1-6,0.15953,66.6
NESCL-083,4D-1-6,0.06514,13
NESCL-083,4D-1-6,0.04493,9.7
NESCL-083,4D-1-6,0.03342,8.7
NESCL-083,4D-1-6,0.02276,8.1
NESCL-083,4D-1-6,0.01461,7.4
NESCL-083,4D-1-6,0.01136,6
NESCL-083,4D-1-6,0.0082,5.4
NESCL-083,4D-1-6,0.00638,4.2
NESCL-083,4D-1-6,0.00428,3.3
NESCL-083,4D-1-6,0.00296,2.5
NESCL-083,4D-1-6,0.00122,1.2
NESCL-087,4D-1-9_1,0.15889,101.2
NESCL-087,4D-1-9_1,0.07822,101
NESCL-087,4D-1-9_1,0.04848,92.7
NESCL-087,4D-1-9_1,0.03586,84.1
NESCL-087,4D-1-9_1,0.02718,68.7
NESCL-087,4D-1-9_1,0.02208,47.1
NESCL-087,4D-1-9_1,0.01556,32.4
NESCL-087,4D-1-9_1,0.01167,23.4
NESCL-087,4D-1-9_1,0.00917,16.4
NESCL-087,4D-1-9_1,0.00633,13.4
NESCL-087,4D-1-9_1,0.00437,10.9
NESCL-087,4D-1-9_1,0.00086,8.8
NESCL-112,5A-2-9_2,0.15695,100.4
NESCL-112,5A-2-9_2,0.07669,96.4
NESCL-112,5A-2-9_2,0.05508,90.7
NESCL-112,5A-2-9_2,0.04009,82.9
NESCL-112,5A-2-9_2,0.02998,71.7
NESCL-112,5A-2-9_2,0.0212,65.3
NESCL-112,5A-2-9_2,0.01466,48.6
NESCL-112,5A-2-9_2,0.01214,35.2
NESCL-112,5A-2-9_2,0.00856,24.8
NESCL-112,5A-2-9_2,0.00597,19
NESCL-112,5A-2-9_2,0.00416,13.7
NESCL-112,5A-2-9_2,0.00291,12.3
NESCL-112,5A-2-9_2,0.00134,7.4
NESCL-117,5A-2-12_2,0.43102,100.5
NESCL-117,5A-2-12_2,0.14986,98.2
NESCL-117,5A-2-12_2,0.07375,63.6
NESCL-117,5A-2-12_2,0.05495,47.5
NESCL-117,5A-2-12_2,0.04037,32.3
NESCL-117,5A-2-12_2,0.03106,19.5
NESCL-117,5A-2-12_2,0.02231,14.1
NESCL-117,5A-2-12_2,0.01631,11.8
NESCL-117,5A-2-12_2,0.0114,10
NESCL-117,5A-2-12_2,0.00619,7
NESCL-117,5A-2-12_2,0.00427,6.5
NESCL-117,5A-2-12_2,0.00312,5.7
NESCL-117,5A-2-12_2,0.00228,5.1
NESCL-117,5A-2-12_2,0.00115,4.2
NESCL-109,5A-2-7_1,2.17556,100.1
NESCL-109,5A-2-7_1,0.86657,100.8
NESCL-109,5A-2-7_1,0.15406,95.4
NESCL-109,5A-2-7_1,0.07693,80.6
NESCL-109,5A-2-7_1,0.05018,65.1
NESCL-109,5A-2-7_1,0.03973,50.7
NESCL-109,5A-2-7_1,0.0301,37.1
NESCL-109,5A-2-7_1,0.02092,27.5
NESCL-109,5A-2-7_1,0.0148,21.2
NESCL-109,5A-2-7_1,0.01146,16.6
NESCL-109,5A-2-7_1,0.00812,13.4
NESCL-109,5A-2-7_1,0.00594,11.8
NESCL-109,5A-2-7_1,0.00403,9.7
NESCL-109,5A-2-7_1,0.00304,8.7
NESCL-109,5A-2-7_1,0.00112,7.4
NESCL-108,5A-2-6_2,0.87941,100.6
NESCL-108,5A-2-6_2,0.14939,74
NESCL-108,5A-2-6_2,0.07724,26
NESCL-108,5A-2-6_2,0.06069,21.2
NESCL-108,5A-2-6_2,0.04554,14.5
NESCL-108,5A-2-6_2,0.0333,13.1
NESCL-108,5A-2-6_2,0.02262,12.3
NESCL-108,5A-2-6_2,0.01447,11.4
NESCL-108,5A-2-6_2,0.01141,11.4
NESCL-108,5A-2-6_2,0.00834,9.8
NESCL-108,5A-2-6_2,0.00526,7.9
NESCL-108,5A-2-6_2,0.00308,6.9
NESCL-108,5A-2-6_2,0.00232,6.7
NESCL-108,5A-2-6_2,0.00126,6.4
NESCL-125,6A-1-9,10.97842,100.1
NESCL-125,6A-1-9,8.4858,95.7
NESCL-125,6A-1-9,5.73492,92.9
NESCL-125,6A-1-9,4.16941,90.2
NESCL-125,6A-1-9,1.76228,77.4
NESCL-125,6A-1-9,0.74605,73.5
NESCL-125,6A-1-9,0.37112,69.6
NESCL-125,6A-1-9,0.13249,61.9
NESCL-125,6A-1-9,0.06891,57.7
NESCL-125,6A-1-9,0.0518,52.3
NESCL-125,6A-1-9,0.03656,49.8
NESCL-125,6A-1-9,0.025,49
NESCL-125,6A-1-9,0.01814,47.5
NESCL-125,6A-1-9,0.01225,45.3
NESCL-125,6A-1-9,0.01017,42.1
NESCL-125,6A-1-9,0.00741,37.9
NESCL-125,6A-1-9,0.00532,34.1
NESCL-125,6A-1-9,0.00387,30.8
NESCL-125,6A-1-9,0.00303,28.8
NESCL-125,6A-1-9,0.00135,20.7
NESCL-125,6A-1-9,0.00098,19.3
NESCL-133,6B-1-8,11.30841,99.9
NESCL-133,6B-1-8,8.09003,98.3
NESCL-133,6B-1-8,5.45635,96.8
NESCL-133,6B-1-8,3.96228,95
NESCL-133,6B-1-8,1.73185,89.3
NESCL-133,6B-1-8,0.75674,83.8
NESCL-133,6B-1-8,0.36577,79.5
NESCL-133,6B-1-8,0.13661,71
NESCL-133,6B-1-8,0.04965,61.2
NESCL-133,6B-1-8,0.03356,58.1
NESCL-133,6B-1-8,0.02335,55.7
NESCL-133,6B-1-8,0.01724,52.5
NESCL-133,6B-1-8,0.01254,49.4
NESCL-133,6B-1-8,0.00939,46.4
NESCL-133,6B-1-8,0.00715,42.6
NESCL-133,6B-1-8,0.00537,38
NESCL-133,6B-1-8,0.0038,33.4
NESCL-133,6B-1-8,0.00239,30.4
NESCL-133,6B-1-8,0.00127,22.5
NESCL-133,6B-1-8,0.00111,21.3
NESCL-133,6B-1-8,0.00101,19.7
NESCL-081,4D-1-5_1,0.92012,101
NESCL-081,4D-1-5_1,0.43347,101.1
NESCL-081,4D-1-5_1,0.15368,36
NESCL-081,4D-1-5_1,0.04991,12.1
NESCL-081,4D-1-5_1,0.03605,11.3
NESCL-081,4D-1-5_1,0.016,10.6
NESCL-081,4D-1-5_1,0.01173,9.6
NESCL-081,4D-1-5_1,0.00912,8.6
NESCL-081,4D-1-5_1,0.00576,7.4
NESCL-081,4D-1-5_1,0.00416,6.5
NESCL-081,4D-1-5_1,0.00241,3.9
NESCL-081,4D-1-5_1,0.00129,2.8
NESCL-082,4D-1-5_2,0.45317,101.3
NESCL-082,4D-1-5_2,0.15179,39.2
NESCL-082,4D-1-5_2,0.07778,13.4
NESCL-082,4D-1-5_2,0.03504,12.7
NESCL-082,4D-1-5_2,0.02493,11.7
NESCL-082,4D-1-5_2,0.01646,9.4
NESCL-082,4D-1-5_2,0.01243,8
NESCL-082,4D-1-5_2,0.00858,7
NESCL-082,4D-1-5_2,0.00648,6.8
NESCL-082,4D-1-5_2,0.00435,5.3
NESCL-082,4D-1-5_2,0.00288,5.9
NESCL-082,4D-1-5_2,0.00241,5.3
NESCL-082,4D-1-5_2,0.00126,3.6
NESCL-083,4D-1-6,0.45991,101.3
NESCL-083,4D-1-6,0.15953,66.6
NESCL-083,4D-1-6,0.06514,13
NESCL-083,4D-1-6,0.04493,9.7
NESCL-083,4D-1-6,0.03342,8.7
NESCL-083,4D-1-6,0.02276,8.1
NESCL-083,4D-1-6,0.01461,7.4
NESCL-083,4D-1-6,0.01136,6
NESCL-083,4D-1-6,0.0082,5.4
NESCL-083,4D-1-6,0.00638,4.2
NESCL-083,4D-1-6,0.00428,3.3
NESCL-083,4D-1-6,0.00296,2.5
NESCL-083,4D-1-6,0.00122,1.2
CEN-001,INU_2014_F1_115-126,16.0345295,95.66184622
CEN-001,INU_2014_F1_115-126,6.696422469,89.76641117
CEN-001,INU_2014_F1_115-126,2.01081159,79.75528362
CEN-001,INU_2014_F1_115-126,0.890098699,69.85539046
CEN-001,INU_2014_F1_115-126,0.580824466,60.17797351
CEN-001,INU_2014_F1_115-126,0.253801563,49.94438094
CEN-001,INU_2014_F1_115-126,0.101959345,39.82202649
CEN-001,INU_2014_F1_115-126,0.053398401,30.03336397
CEN-001,INU_2014_F1_115-126,0.025877441,20.02225509
CEN-001,INU_2014_F1_115-126,0.011380988,10.23360003
CEN-002,INU_2014_F1_132-144,15.03026393,99.11012125
CEN-002,INU_2014_F1_132-144,5.271207383,89.76641117
CEN-002,INU_2014_F1_132-144,2.01081159,80.08898302
CEN-002,INU_2014_F1_132-144,1.094777625,70.07785921
CEN-002,INU_2014_F1_132-144,0.787168028,59.84426664
CEN-002,INU_2014_F1_132-144,0.57707999,49.72191219
CEN-002,INU_2014_F1_132-144,0.386436973,39.37708151
CEN-002,INU_2014_F1_132-144,0.111622809,30.14460208
CEN-002,INU_2014_F1_132-144,0.039400861,19.91100204
CEN-002,INU_2014_F1_132-144,0.014272314,9.788655057
CEN-003,INU_2014_F1_144-156,15.72640206,91.99109871
CEN-003,INU_2014_F1_144-156,10,90.4338137
CEN-003,INU_2014_F1_144-156,5.237224813,79.97775611
CEN-003,INU_2014_F1_144-156,2.538015634,70.07785921
CEN-003,INU_2014_F1_144-156,0.98078308,60.28920415
CEN-003,INU_2014_F1_144-156,0.623654096,49.83314283
CEN-003,INU_2014_F1_144-156,0.406958866,39.82202649
CEN-003,INU_2014_F1_144-156,0.100648866,29.69966457
CEN-003,INU_2014_F1_144-156,0.040695887,20.24470891
CEN-003,INU_2014_F1_144-156,0.01603453,10.01111634
CEN-004,INU_2014_F1_186-196,13.46522053,99.44382811
CEN-004,INU_2014_F1_186-196,5.515349765,89.65517306
CEN-004,INU_2014_F1_186-196,2.333337945,79.75528362
CEN-004,INU_2014_F1_186-196,1.0807065,69.74415981
CEN-004,INU_2014_F1_186-196,0.752323261,59.95550476
CEN-004,INU_2014_F1_186-196,0.520346584,49.94438094
CEN-004,INU_2014_F1_186-196,0.270759862,40.04448778
CEN-004,INU_2014_F1_186-196,0.098078308,30.14460208
CEN-004,INU_2014_F1_186-196,0.043980347,19.79977887
CEN-004,INU_2014_F1_186-196,0.016995632,10.01111634
CEN-012,INU_2014_F2_217-227,0.235216148,90.03322323
CEN-012,INU_2014_F2_217-227,0.174687268,79.84495948
CEN-012,INU_2014_F2_217-227,0.139751588,70.09966598
CEN-012,INU_2014_F2_217-227,0.115321901,59.91140595
CEN-012,INU_2014_F2_217-227,0.093409342,49.94462918
CEN-012,INU_2014_F2_217-227,0.074728484,40.08859777
CEN-012,INU_2014_F2_217-227,0.054139321,30.23255892
CEN-012,INU_2014_F2_217-227,0.030992165,19.93355353
CEN-012,INU_2014_F2_217-227,0.013931924,10.29902025
CEN-019,INU_2014_F2_302-312,0.726729884,100.3322249
CEN-019,INU_2014_F2_302-312,0.294016453,99.00332158
CEN-019,INU_2014_F2_302-312,0.184708634,89.9224816
CEN-019,INU_2014_F2_302-312,0.147768906,79.84495948
CEN-019,INU_2014_F2_302-312,0.123458637,70.4318946
CEN-019,INU_2014_F2_302-312,0.106394211,59.91140595
CEN-019,INU_2014_F2_302-312,0.088890645,50.2768578
CEN-019,INU_2014_F2_302-312,0.072000465,40.31008104
CEN-019,INU_2014_F2_302-312,0.053804811,30.01107565
CEN-019,INU_2014_F2_302-312,0.031378725,20.04431375
CEN-019,INU_2014_F2_302-312,0.014459777,10.29902025
CEN-020,INU_2014_F2_316-326,0.595985433,99.22480856
CEN-020,INU_2014_F2_316-326,0.341172795,96.67774541
CEN-020,INU_2014_F2_316-326,0.236678509,90.03322323
CEN-020,INU_2014_F2_316-326,0.183567378,80.1771881
CEN-020,INU_2014_F2_316-326,0.153367581,70.32115669
CEN-020,INU_2014_F2_316-326,0.129734467,60.0221513
CEN-020,INU_2014_F2_316-326,0.107055674,50.05537453
CEN-020,INU_2014_F2_316-326,0.083032167,40.08859777
CEN-020,INU_2014_F2_316-326,0.060529217,30.23255892
CEN-020,INU_2014_F2_316-326,0.034435982,20.04431375
CEN-020,INU_2014_F2_316-326,0.014370435,9.966791637
CEN-021,INU_2014_F2_336-348,0.670470365,99.11406693
CEN-021,INU_2014_F2_336-348,0.393446951,96.78848705
CEN-021,INU_2014_F2_336-348,0.236678509,89.9224816
CEN-021,INU_2014_F2_336-348,0.183567378,79.95570483
CEN-021,INU_2014_F2_336-348,0.15721743,70.32115669
CEN-021,INU_2014_F2_336-348,0.135487096,59.80066803
CEN-021,INU_2014_F2_336-348,0.114609173,50.16611245
CEN-021,INU_2014_F2_336-348,0.093409342,40.08859777
CEN-021,INU_2014_F2_336-348,0.072000465,30.45404218
CEN-021,INU_2014_F2_336-348,0.042778438,19.93355353
CEN-021,INU_2014_F2_336-348,0.015289311,9.966791637
CEN-022,INU_2014_F2_381-391,1.269503521,99.88925837
CEN-022,INU_2014_F2_381-391,0.704553278,98.8925818
CEN-022,INU_2014_F2_381-391,0.423825617,95.57032536
CEN-022,INU_2014_F2_381-391,0.27125528,89.9224816
CEN-022,INU_2014_F2_381-391,0.210385053,79.84495948
CEN-022,INU_2014_F2_381-391,0.185857294,69.98892807
CEN-022,INU_2014_F2_381-391,0.160168139,60.13288922
CEN-022,INU_2014_F2_381-391,0.138888107,50.2768578
CEN-022,INU_2014_F2_381-391,0.111111896,40.08859777
CEN-022,INU_2014_F2_381-391,0.075660561,30.45404218
CEN-022,INU_2014_F2_381-391,0.038500322,20.15504424
CEN-022,INU_2014_F2_381-391,0.01178508,7.86269688
CEN-023,INU_2014_F2_391-398,1.087274237,99.22480856
CEN-023,INU_2014_F2_391-398,0.588642888,97.0099666
CEN-023,INU_2014_F2_391-398,0.320669104,95.45958373
CEN-023,INU_2014_F2_391-398,0.207793281,89.81173997
CEN-023,INU_2014_F2_391-398,0.176866114,80.1771881
CEN-023,INU_2014_F2_391-398,0.154321081,70.54263995
CEN-023,INU_2014_F2_391-398,0.132169476,60.35437992
CEN-023,INU_2014_F2_391-398,0.112497871,50.16611245
CEN-023,INU_2014_F2_391-398,0.087253051,40.31008104
CEN-023,INU_2014_F2_391-398,0.061665249,30.23255892
CEN-023,INU_2014_F2_391-398,0.033385147,19.82282305
CEN-023,INU_2014_F2_391-398,0.014640144,10.40975817
CEN-024,INU_2014_F2_413-425,1.365711834,99.55898699
CEN-024,INU_2014_F2_413-425,0.640663471,98.12569285
CEN-024,INU_2014_F2_413-425,0.392575129,89.74641789
CEN-024,INU_2014_F2_413-425,0.318245713,79.71334228
CEN-024,INU_2014_F2_413-425,0.269736297,70.01103014
CEN-024,INU_2014_F2_413-425,0.234512454,59.75744062
CEN-024,INU_2014_F2_413-425,0.210476906,49.83462567
CEN-024,INU_2014_F2_413-425,0.181831299,39.80154637
CEN-024,INU_2014_F2_413-425,0.157084452,29.98897356
CEN-024,INU_2014_F2_413-425,0.126534779,20.17640817
CEN-024,INU_2014_F2_413-425,0.088616354,10.14332146
CEN-024,INU_2014_F2_413-425,0.07415931,7.166494736
CEN-024,INU_2014_F2_413-425,0.028928508,2.205065054
CEN-025,INU_2014_F2_425-437,1.317603623,100.1107435
CEN-025,INU_2014_F2_425-437,0.683053973,99.6677751
CEN-025,INU_2014_F2_425-437,0.470920679,97.0099666
CEN-025,INU_2014_F2_425-437,0.351911884,90.03322323
CEN-025,INU_2014_F2_425-437,0.285044361,80.06645018
CEN-025,INU_2014_F2_425-437,0.245645999,69.98892807
CEN-025,INU_2014_F2_425-437,0.222454496,59.80066803
CEN-025,INU_2014_F2_425-437,0.201452342,50.16611245
CEN-025,INU_2014_F2_425-437,0.179072286,39.75637658
CEN-025,INU_2014_F2_425-437,0.152419971,29.90033773
CEN-025,INU_2014_F2_425-437,0.128136137,19.7120777
CEN-025,INU_2014_F2_425-437,0.084067884,9.966791637
CEN-025,INU_2014_F2_425-437,0.011858359,1.661128222
CEN-026,INU_2014_F2_474-484,1.983548899,98.8925818
CEN-026,INU_2014_F2_474-484,1.107680557,98.22813014
CEN-026,INU_2014_F2_474-484,0.722239051,96.56700006
CEN-026,INU_2014_F2_474-484,0.423825617,90.36544813
CEN-026,INU_2014_F2_474-484,0.322662466,80.06645018
CEN-026,INU_2014_F2_474-484,0.274638833,70.09966598
CEN-026,INU_2014_F2_474-484,0.239630762,60.24363457
CEN-026,INU_2014_F2_474-484,0.214333629,50.05537453
CEN-026,INU_2014_F2_474-484,0.187012631,39.8671145
CEN-026,INU_2014_F2_474-484,0.155280639,30.121821
CEN-026,INU_2014_F2_474-484,0.114609173,19.93355353
CEN-026,INU_2014_F2_474-484,0.056891504,9.966791637
CEN-026,INU_2014_F2_474-484,0.011712264,2.879289909
CEN-027,INU_2014_F2_486-498,10.06217095,100
CEN-027,INU_2014_F2_486-498,4.665623422,98.44961341
CEN-027,INU_2014_F2_486-498,1.763189414,95.57032536
CEN-027,INU_2014_F2_486-498,0.864456025,89.9224816
CEN-027,INU_2014_F2_486-498,0.51360888,80.06645018
CEN-027,INU_2014_F2_486-498,0.365244834,70.21041133
CEN-027,INU_2014_F2_486-498,0.281532847,59.80066803
CEN-027,INU_2014_F2_486-498,0.232318283,50.16611245
CEN-027,INU_2014_F2_486-498,0.187012631,39.8671145
CEN-027,INU_2014_F2_486-498,0.132991075,30.121821
CEN-027,INU_2014_F2_486-498,0.084590542,22.70210553
CEN-027,INU_2014_F2_486-498,0.030992165,9.966791637
CEN-027,INU_2014_F2_486-498,0.011858359,3.322256444
CEN-031,INU_2017_F1_126-141,11.48225755,99.45454705
CEN-031,INU_2017_F1_126-141,6.605689375,98.90909227
CEN-031,INU_2017_F1_126-141,2.357448945,98.47272809
CEN-031,INU_2017_F1_126-141,0.879155509,97.38181853
CEN-031,INU_2017_F1_126-141,0.477969021,95.52727668
CEN-031,INU_2017_F1_126-141,0.294648514,90.29090824
CEN-031,INU_2017_F1_126-141,0.208562414,80.36363896
CEN-031,INU_2017_F1_126-141,0.167393385,70
CEN-031,INU_2017_F1_126-141,0.133509374,60.0727234
CEN-031,INU_2017_F1_126-141,0.10449599,50.03635987
CEN-031,INU_2017_F1_126-141,0.078761983,39.78181516
CEN-031,INU_2017_F1_126-141,0.051701885,29.52727045
CEN-031,INU_2017_F1_126-141,0.028285872,19.59999385
CEN-031,INU_2017_F1_126-141,0.014624304,9.454536066
CEN-031,INU_2017_F1_126-141,0.01009469,5.418173269
CEN-031,INU_2017_F1_126-141,0.005089616,0.618172683
CEN-032,INU_2017_F1_153-168,11.26787564,100
CEN-032,INU_2017_F1_153-168,1.989629512,99.78181882
CEN-032,INU_2017_F1_153-168,0.760868559,98.90909227
CEN-032,INU_2017_F1_153-168,0.440483131,97.05454676
CEN-032,INU_2017_F1_153-168,0.313754154,90.29090824
CEN-032,INU_2017_F1_153-168,0.245571152,79.81818235
CEN-032,INU_2017_F1_153-168,0.208562414,70.10909059
CEN-032,INU_2017_F1_153-168,0.177131068,59.96363647
CEN-032,INU_2017_F1_153-168,0.154265019,49.81817869
CEN-032,INU_2017_F1_153-168,0.12776507,39.67272091
CEN-032,INU_2017_F1_153-168,0.101264493,29.6363647
CEN-032,INU_2017_F1_153-168,0.066056894,19.59999385
CEN-032,INU_2017_F1_153-168,0.029931305,9.672731894
CEN-032,INU_2017_F1_153-168,0.010351589,2.690897545
CEN-038,IVU_2014_F1_86-99,16.22123963,97.25576362
CEN-038,IVU_2014_F1_86-99,9.13659233,94.51152724
CEN-038,IVU_2014_F1_86-99,6.747323372,90.12074608
CEN-038,IVU_2014_F1_86-99,4.2135651,79.80241183
CEN-038,IVU_2014_F1_86-99,3.131831438,70.14269622
CEN-038,IVU_2014_F1_86-99,2.327805417,60.04390398
CEN-038,IVU_2014_F1_86-99,1.611695607,49.72558078
CEN-038,IVU_2014_F1_86-99,1.115883854,40.17563066
CEN-038,IVU_2014_F1_86-99,0.748082509,29.85729272
CEN-038,IVU_2014_F1_86-99,0.508021882,20.08781164
CEN-038,IVU_2014_F1_86-99,0.405362003,14.70910435
CEN-038,IVU_2014_F1_86-99,0.30129485,13.7211856
CEN-038,IVU_2014_F1_86-99,0.136286783,9.989012029
CEN-038,IVU_2014_F1_86-99,0.070589447,7.135006487
CEN-038,IVU_2014_F1_86-99,0.030324449,5.268941813
CEN-038,IVU_2014_F1_86-99,0.010394582,2.19538321
CEN-039,IVU_2014_F1_118-132,15.60548179,96.81668513
CEN-039,IVU_2014_F1_118-132,8.187762816,89.57190027
CEN-039,IVU_2014_F1_118-132,4.186476816,80.13172299
CEN-039,IVU_2014_F1_118-132,3.012947198,69.70361958
CEN-039,IVU_2014_F1_118-132,2.327805417,60.04390398
CEN-039,IVU_2014_F1_118-132,1.482068536,49.94511173
CEN-039,IVU_2014_F1_118-132,0.878977133,39.73655401
CEN-039,IVU_2014_F1_118-132,0.649119796,29.96706557
CEN-039,IVU_2014_F1_118-132,0.49190015,19.86827332
CEN-039,IVU_2014_F1_118-132,0.38997481,12.7332521
CEN-039,IVU_2014_F1_118-132,0.175265957,9.989012029
