test_id,sample_name,particle_size,pct_passing
CEN-109,KUU_2014_F1_221-235,1.012946657,89.92891434
CEN-109,KUU_2014_F1_221-235,0.300368349,80.09478485
CEN-109,KUU_2014_F1_221-235,0.19773768,69.90521017
CEN-109,KUU_2014_F1_221-235,0.150928338,59.95260956
CEN-109,KUU_2014_F1_221-235,0.113727569,50.11848007
CEN-109,KUU_2014_F1_221-235,0.076327621,39.92891335
CEN-109,KUU_2014_F1_221-235,0.049925702,29.97630478
CEN-109,KUU_2014_F1_221-235,0.030425711,19.90521713
CEN-109,KUU_2014_F1_221-235,0.01442839,10.18958937
CEN-114,KUU_2014_F2_79-93,1.990136277,99.05213356
CEN-114,KUU_2014_F2_79-93,1.006452728,97.86729902
CEN-114,KUU_2014_F2_79-93,0.593940379,94.31279539
CEN-114,KUU_2014_F2_79-93,0.409008518,90.40284657
CEN-114,KUU_2014_F2_79-93,0.247659276,79.85781874
CEN-114,KUU_2014_F2_79-93,0.195210274,70.37915035
CEN-114,KUU_2014_F2_79-93,0.147094908,60.18957567
CEN-114,KUU_2014_F2_79-93,0.107331268,49.88151396
CEN-114,KUU_2014_F2_79-93,0.07781464,39.92891335
CEN-114,KUU_2014_F2_79-93,0.051226856,29.85781775
CEN-114,KUU_2014_F2_79-93,0.032656302,19.90521713
CEN-114,KUU_2014_F2_79-93,0.01990138,10.07108765
CEN-114,KUU_2014_F2_79-93,0.014615196,5.094799272
CEN-116,KUU_2014_F2_113-130,0.601630181,95.49762649
CEN-116,KUU_2014_F2_113-130,0.468156357,90.40284374
CEN-116,KUU_2014_F2_113-130,0.386004268,80.45023636
CEN-116,KUU_2014_F2_113-130,0.320321789,70.02370078
CEN-116,KUU_2014_F2_113-130,0.274503304,60.30805551
CEN-116,KUU_2014_F2_113-130,0.223440552,50.00000298
CEN-116,KUU_2014_F2_113-130,0.181876427,40.40284871
CEN-116,KUU_2014_F2_113-130,0.131859512,29.97630916
CEN-116,KUU_2014_F2_113-130,0.082984002,20.1421888
CEN-116,KUU_2014_F2_113-130,0.07486889,18.48341825
CEN-116,KUU_2014_F2_113-130,0.034160118,10.18958937
CEN-116,KUU_2014_F2_113-130,0.02015901,5.924175984
CEN-118,KUU_2014_F2_148-161,1.05959447,99.88152092
CEN-118,KUU_2014_F2_148-161,0.6457373,97.6303329
CEN-118,KUU_2014_F2_148-161,0.411647205,90.04739342
CEN-118,KUU_2014_F2_148-161,0.348256718,79.97630578
CEN-118,KUU_2014_F2_148-161,0.290862058,70.02370119
CEN-118,KUU_2014_F2_148-161,0.249257676,59.95260956
CEN-118,KUU_2014_F2_148-161,0.212234359,49.88151396
CEN-118,KUU_2014_F2_148-161,0.178400814,39.81043427
CEN-118,KUU_2014_F2_148-161,0.14243978,29.85781775
CEN-118,KUU_2014_F2_148-161,0.099358907,19.90521713
CEN-118,KUU_2014_F2_148-161,0.05256183,9.834137443
CEN-120,KUU_2014_F2_179-192,1.335667675,99.64455481
CEN-120,KUU_2014_F2_179-192,0.609419544,97.98578207
CEN-120,KUU_2014_F2_179-192,0.398620107,92.41706251
CEN-120,KUU_2014_F2_179-192,0.292739038,79.73933966
CEN-120,KUU_2014_F2_179-192,0.24607155,69.90521017
CEN-120,KUU_2014_F2_179-192,0.214981991,60.07108864
CEN-120,KUU_2014_F2_179-192,0.185419912,49.88151396
CEN-120,KUU_2014_F2_179-192,0.152882421,39.92891335
CEN-120,KUU_2014_F2_179-192,0.120505155,29.73933867
CEN-120,KUU_2014_F2_179-192,0.085696033,20.14217529
CEN-120,KUU_2014_F2_179-192,0.050247837,9.715634499
CEN-120,KUU_2014_F2_179-192,0.030036796,4.85781725
CEN-121,KUU_2014_F2_195-209,12.93397102,99.40758472
CEN-121,KUU_2014_F2_195-209,3.003679597,97.6303329
CEN-121,KUU_2014_F2_195-209,0.993588642,95.97156613
CEN-121,KUU_2014_F2_195-209,0.564152543,90.16588046
CEN-121,KUU_2014_F2_195-209,0.388495216,80.09478485
CEN-121,KUU_2014_F2_195-209,0.361959031,70.14218424
CEN-121,KUU_2014_F2_195-209,0.310184532,59.83412253
CEN-121,KUU_2014_F2_195-209,0.262418512,49.88151396
CEN-121,KUU_2014_F2_195-209,0.232232118,39.92891335
CEN-121,KUU_2014_F2_195-209,0.187820723,29.85781775
CEN-121,KUU_2014_F2_195-209,0.14061917,20.14217529
CEN-121,KUU_2014_F2_195-209,0.081398128,9.715634499
CEN-121,KUU_2014_F2_195-209,0.039352493,4.028431877
CEN-122,KUU_2014_F2_209-224,16.09548399,89.5734612
CEN-122,KUU_2014_F2_209-224,3.02306022,88.2701436
CEN-122,KUU_2014_F2_209-224,1.006452728,86.966826
CEN-122,KUU_2014_F2_209-224,0.59013267,80.09478485
CEN-122,KUU_2014_F2_209-224,0.425100402,70.2606673
CEN-122,KUU_2014_F2_209-224,0.388495216,59.95260956
CEN-122,KUU_2014_F2_209-224,0.339411343,50.23696711
CEN-122,KUU_2014_F2_209-224,0.292739038,40.04740038
CEN-122,KUU_2014_F2_209-224,0.247659276,30.09478386
CEN-122,KUU_2014_F2_209-224,0.205517756,19.90521713
CEN-122,KUU_2014_F2_209-224,0.137932092,9.834137443
CEN-122,KUU_2014_F2_209-224,0.074868955,4.028431877
CEN-122,KUU_2014_F2_209-224,0.04037809,2.014231848
CEN-123,KUU_2014_F2_237-250,3.527654784,100
CEN-123,KUU_2014_F2_237-250,0.788220791,99.40758472
CEN-123,KUU_2014_F2_237-250,0.597773173,90.75829176
CEN-123,KUU_2014_F2_237-250,0.477277413,80.09478485
CEN-123,KUU_2014_F2_237-250,0.409008518,70.37915035
CEN-123,KUU_2014_F2_237-250,0.396063898,60.30805475
CEN-123,KUU_2014_F2_237-250,0.350503773,50.35545414
CEN-123,KUU_2014_F2_237-250,0.300368349,40.04740038
CEN-123,KUU_2014_F2_237-250,0.257403538,29.85781775
CEN-123,KUU_2014_F2_237-250,0.212234359,19.7867301
CEN-123,KUU_2014_F2_237-250,0.157878829,10.07108765
CEN-123,KUU_2014_F2_237-250,0.050247837,1.303317599
CEN-124,KUU_2014_F2_250-265,0.73438133,99.17061274
CEN-124,KUU_2014_F2_250-265,0.586349878,90.63980982
CEN-124,KUU_2014_F2_250-265,0.480356947,79.97630419
CEN-124,KUU_2014_F2_250-265,0.406385691,70.26066687
CEN-124,KUU_2014_F2_250-265,0.393524761,59.95261036
CEN-124,KUU_2014_F2_250-265,0.33723511,50.35544813
CEN-124,KUU_2014_F2_250-265,0.287144372,40.28436964
CEN-124,KUU_2014_F2_250-265,0.242926359,30.09478822
CEN-124,KUU_2014_F2_250-265,0.200297636,20.02370178
CEN-124,KUU_2014_F2_250-265,0.13971767,10.54504248
CEN-124,KUU_2014_F2_250-265,0.075352032,4.02845526
CEN-125,KUU_2014_F3_(137-157),5.751441338,99.28909967
CEN-125,KUU_2014_F3_(137-157),2.136038493,97.74881596
CEN-125,KUU_2014_F3_(137-157),0.862490066,96.3270153
CEN-125,KUU_2014_F3_(137-157),0.369010733,90.04739342
CEN-125,KUU_2014_F3_(137-157),0.267531424,79.85781874
CEN-125,KUU_2014_F3_(137-157),0.223440552,69.78673507
CEN-125,KUU_2014_F3_(137-157),0.193958795,59.83412253
CEN-125,KUU_2014_F3_(137-157),0.169453348,50.11848007
CEN-125,KUU_2014_F3_(137-157),0.14243978,40.16587946
CEN-125,KUU_2014_F3_(137-157),0.117444443,30.09478386
CEN-125,KUU_2014_F3_(137-157),0.081398128,19.7867301
CEN-125,KUU_2014_F3_(137-157),0.041966712,9.715634499
CEN-125,KUU_2014_F3_(137-157),0.01990138,4.85781725
CEN-126,KUU_2014_F3_(166-187),1.630385966,99.17061662
CEN-126,KUU_2014_F3_(166-187),0.743889434,97.51184985
CEN-126,KUU_2014_F3_(166-187),0.396063898,90.04739342
CEN-126,KUU_2014_F3_(166-187),0.294627876,79.85781874
CEN-126,KUU_2014_F3_(166-187),0.254113726,70.14218424
CEN-126,KUU_2014_F3_(166-187),0.227793827,60.18957567
CEN-126,KUU_2014_F3_(166-187),0.205517756,50.23696711
CEN-126,KUU_2014_F3_(166-187),0.184231198,40.40284557
CEN-126,KUU_2014_F3_(166-187),0.156866679,29.73933867
CEN-126,KUU_2014_F3_(166-187),0.12605461,20.14217529
CEN-126,KUU_2014_F3_(166-187),0.088496774,10.07108765
CEN-126,KUU_2014_F3_(166-187),0.039352493,3.554499651
CEN-127,KUU_2014_F3_188-220_A,1.630385966,99.17061662
CEN-127,KUU_2014_F3_188-220_A,0.743889434,97.51184985
CEN-127,KUU_2014_F3_188-220_A,0.396063898,90.04739342
CEN-127,KUU_2014_F3_188-220_A,0.294627876,79.85781874
CEN-127,KUU_2014_F3_188-220_A,0.254113726,70.14218424
CEN-127,KUU_2014_F3_188-220_A,0.227793827,60.18957567
CEN-127,KUU_2014_F3_188-220_A,0.205517756,50.23696711
CEN-127,KUU_2014_F3_188-220_A,0.184231198,40.40284557
CEN-127,KUU_2014_F3_188-220_A,0.156866679,29.73933867
CEN-127,KUU_2014_F3_188-220_A,0.112274044,20.37914936
CEN-127,KUU_2014_F3_188-220_A,0.065831787,10.30806967
CEN-127,KUU_2014_F3_188-220_A,0.04037809,6.398116872
CEN-128,KUU_2014_F3_188-220_B,1.630385966,99.17061662
CEN-128,KUU_2014_F3_188-220_B,0.743889434,97.51184985
CEN-128,KUU_2014_F3_188-220_B,0.396063898,90.04739342
CEN-128,KUU_2014_F3_188-220_B,0.294627876,79.85781874
CEN-128,KUU_2014_F3_188-220_B,0.254113726,70.14218424
CEN-128,KUU_2014_F3_188-220_B,0.227793827,60.18957567
CEN-128,KUU_2014_F3_188-220_B,0.205517756,50.23696711
CEN-128,KUU_2014_F3_188-220_B,0.184231198,40.40284557
CEN-128,KUU_2014_F3_188-220_B,0.156866679,29.73933867
CEN-128,KUU_2014_F3_188-220_B,0.12605461,20.14217529
CEN-128,KUU_2014_F3_188-220_B,0.079842561,9.952616522
CEN-128,KUU_2014_F3_188-220_B,0.039861959,4.739346125
CEN-129,KUU_2014_F3_221-236,0.352765326,98.69668439
CEN-129,KUU_2014_F3_221-236,0.244494003,90.28435953
CEN-129,KUU_2014_F3_221-236,0.206843817,79.73933966
CEN-129,KUU_2014_F3_221-236,0.184231198,69.90521017
CEN-129,KUU_2014_F3_221-236,0.161993298,60.07108864
CEN-129,KUU_2014_F3_221-236,0.141526608,49.88151396
CEN-129,KUU_2014_F3_221-236,0.122065241,40.16587946
CEN-129,KUU_2014_F3_221-236,0.089642473,30.09478386
CEN-129,KUU_2014_F3_221-236,0.074868955,26.06635198
CEN-129,KUU_2014_F3_221-236,0.048657596,19.90521713
CEN-129,KUU_2014_F3_221-236,0.019646991,11.96683246
CEN-129,KUU_2014_F3_221-236,0.01578789,9.715634499
CEN-129,KUU_2014_F3_221-236,0.010194825,4.85781725
