test_id,prim_source,test_name,sample_name,borehole,top,bottom,grain_size_curve,mass_fraction_of_gravel_in_soil,mass_fraction_of_sand_in_soil,mass_fraction_of_silt_in_soil,mass_fraction_of_clay_in_soil,mass_fraction_of_fines_in_soil,loss_on_ignition,LL,PL,IP,D10,D50,D60,USCS_symbol_rpt,soil_description,ground_ice_description,soil_group,USCS_symbol_calc,USCS_symbol_rep_or_calc,class,sample_mass_init,mass_of_dry_sample,gravimetric_wc_init,gravimetric_wc_fin,sample_volume_init,solid_grain_density_rep,solid_grain_density_rpt_or_asm,initial_degree_of_saturation_rep,frozen_void_ratio_rep,sample_height_ave_or_typ,sample_diameter_ave_or_typ,frozen_bulk_density_rep,frozen_dry_density_calc,final_bulk_density_rep,reported_test_result_type,sigma_v_1,sigma_v_2,sigma_v_3,sigma_v_4,sigma_v_5,sigma_v_6,sigma_v_7,delta_h_1,delta_h_2,delta_h_3,delta_h_4,delta_h_5,delta_h_6,delta_h_7,epsilon_1,epsilon_2,epsilon_3,epsilon_4,epsilon_5,epsilon_6,epsilon_7,e_1,e_2,e_3,e_4,e_5,e_6,e_7,data_quality_flag,note,source_id,data_source
CEN-011,CEN,INU_2014_F2_198-210,INU_2014_F2_198-210,INU_2014_F2,1.98,2.1,TRUE,0.04,39.97,NA,NA,59.98,NA,16.095,10.947,5.148,NA,NA,NA,CL+ML,NA,NA,Fine-grained,CL+ML,CL+ML,,1843.48,1488.72,23.83,NA,976.09,NA,2.65,NA,NA,123.44,99.99,1888.6,1525.2,NA,strain-sigma_v,25,50,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.67,0.67,0.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Deformation measurements was not available,CEN_2020c,"St-amour, A. B., Allard, M., Chiasson, A., Aubé-michaud, S., Mathon-Dufour, V., L’Hérault, E., Bilodeau, S., and Deslauriers, C.: Caractérisation géotechnique et cartographie améliorée du pergélisol dans les communautés nordiques du Nunavik, Inukjuak, Québec, 112 pp., 2020."
CEN-012,CEN,INU_2014_F2_217-227,INU_2014_F2_217-227,INU_2014_F2,2.17,2.27,TRUE,0.1,55.2,NA,NA,44.7,NA,12.618,10.553,2.065,0.014,0.093,0.115,inconclusive,NA,NA,Coarse-grained,SM or SC,SM or SC,,1446.19,1191.14,21.41,NA,748.57,NA,2.65,NA,NA,100.88,97.24,1931.9,1591.2,NA,delta_h-sigma_v,25,50,100,NA,NA,NA,NA,10.56,12.32,14.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,CEN_2020c,"St-amour, A. B., Allard, M., Chiasson, A., Aubé-michaud, S., Mathon-Dufour, V., L’Hérault, E., Bilodeau, S., and Deslauriers, C.: Caractérisation géotechnique et cartographie améliorée du pergélisol dans les communautés nordiques du Nunavik, Inukjuak, Québec, 112 pp., 2020."
CEN-013,CEN,INU_2014_F2_227-237,INU_2014_F2_227-237,INU_2014_F2,2.27,2.37,TRUE,0.04,46.7,NA,NA,53.26,NA,12.395,10.843,1.552,NA,NA,NA,ML,NA,NA,Fine-grained,ML,ML,,1368.83,1132.44,20.87,NA,713.523,NA,2.65,NA,NA,97.14,95.95,1918.4,1587.1,NA,delta_h-sigma_v,25,50,100,NA,NA,NA,NA,7.33,10.41,12.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,CEN_2020c,"St-amour, A. B., Allard, M., Chiasson, A., Aubé-michaud, S., Mathon-Dufour, V., L’Hérault, E., Bilodeau, S., and Deslauriers, C.: Caractérisation géotechnique et cartographie améliorée du pergélisol dans les communautés nordiques du Nunavik, Inukjuak, Québec, 112 pp., 2020."
CEN-014,CEN,INU_2014_F2_237-247,INU_2014_F2_237-247,INU_2014_F2,2.37,2.47,TRUE,2.99,46.83,NA,NA,50.17,NA,10.542,10.443,0.099,NA,NA,NA,ML,NA,NA,Fine-grained,ML,ML,,1411.42,1186.07,19,NA,733.09,NA,2.65,NA,NA,96.35,97.04,1925.3,1617.9,NA,delta_h-sigma_v,25,50,100,NA,NA,NA,NA,8.36,10.99,12.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,CEN_2020c,"St-amour, A. B., Allard, M., Chiasson, A., Aubé-michaud, S., Mathon-Dufour, V., L’Hérault, E., Bilodeau, S., and Deslauriers, C.: Caractérisation géotechnique et cartographie améliorée du pergélisol dans les communautés nordiques du Nunavik, Inukjuak, Québec, 112 pp., 2020."
CEN-015,CEN,INU_2014_F2_260-270,INU_2014_F2_260-270,INU_2014_F2,2.6,2.7,TRUE,0.94,42.47,NA,NA,56.59,NA,21.059,11.233,9.825,NA,NA,NA,CL,NA,NA,Fine-grained,CL,CL,,1383.89,1162.48,19.05,NA,702.58,NA,2.65,NA,NA,99.68,94.49,1969.7,1654.6,NA,delta_h-sigma_v,25,50,100,NA,NA,NA,NA,40.47,43.26,45.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,CEN_2020c,"St-amour, A. B., Allard, M., Chiasson, A., Aubé-michaud, S., Mathon-Dufour, V., L’Hérault, E., Bilodeau, S., and Deslauriers, C.: Caractérisation géotechnique et cartographie améliorée du pergélisol dans les communautés nordiques du Nunavik, Inukjuak, Québec, 112 pp., 2020."
CEN-016,CEN,INU_2014_F2_270-279,INU_2014_F2_270-279,INU_2014_F2,2.7,2.79,TRUE,0.19,44.61,NA,NA,55.19,NA,13.71,12.24,1.47,NA,NA,NA,ML,NA,NA,Fine-grained,ML,ML,,1302.66,1081.14,20.49,NA,670.39,NA,2.65,NA,NA,88.85,97.34,1943.1,1612.7,NA,delta_h-sigma_v,25,50,100,NA,NA,NA,NA,3.22,5.57,8.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,CEN_2020c,"St-amour, A. B., Allard, M., Chiasson, A., Aubé-michaud, S., Mathon-Dufour, V., L’Hérault, E., Bilodeau, S., and Deslauriers, C.: Caractérisation géotechnique et cartographie améliorée du pergélisol dans les communautés nordiques du Nunavik, Inukjuak, Québec, 112 pp., 2020."
CEN-017,CEN,INU_2014_F2_282-292,INU_2014_F2_282-292,INU_2014_F2,2.82,2.92,TRUE,0.69,42.56,NA,NA,56.75,NA,13.465,10.853,2.612,NA,NA,NA,ML,NA,NA,Fine-grained,ML,ML,,1533.13,1268.9,20.82,NA,812.48,NA,2.65,NA,NA,105.45,97.23,1887,1561.8,NA,delta_h-sigma_v,25,50,100,NA,NA,NA,NA,28.74,33.43,35.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,CEN_2020c,"St-amour, A. B., Allard, M., Chiasson, A., Aubé-michaud, S., Mathon-Dufour, V., L’Hérault, E., Bilodeau, S., and Deslauriers, C.: Caractérisation géotechnique et cartographie améliorée du pergélisol dans les communautés nordiques du Nunavik, Inukjuak, Québec, 112 pp., 2020."
CEN-018,CEN,INU_2014_F2_292-302,INU_2014_F2_292-302,INU_2014_F2,2.92,3.02,TRUE,0.21,43.03,NA,NA,56.76,NA,16.299,13.153,3.146,NA,NA,NA,ML,NA,NA,Fine-grained,ML,ML,,1340.56,1083.95,23.67,NA,720.23,NA,2.65,NA,NA,92.43,98.28,1861.3,1505,NA,delta_h-sigma_v,25,50,100,NA,NA,NA,NA,5.42,7.18,8.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,CEN_2020c,"St-amour, A. B., Allard, M., Chiasson, A., Aubé-michaud, S., Mathon-Dufour, V., L’Hérault, E., Bilodeau, S., and Deslauriers, C.: Caractérisation géotechnique et cartographie améliorée du pergélisol dans les communautés nordiques du Nunavik, Inukjuak, Québec, 112 pp., 2020."
CEN-019,CEN,INU_2014_F2_302-312,INU_2014_F2_302-312,INU_2014_F2,3.02,3.12,TRUE,0.1,53.03,NA,NA,46.87,NA,11.557,10.277,1.28,0.014,0.089,0.106,inconclusive,NA,NA,Coarse-grained,SM or SC,SM or SC,,1547.94,1284.92,20.47,NA,788.14,NA,2.65,NA,NA,99.49,99.83,1964,1630.3,NA,delta_h-sigma_v,25,50,100,NA,NA,NA,NA,3.37,5.27,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,CEN_2020c,"St-amour, A. B., Allard, M., Chiasson, A., Aubé-michaud, S., Mathon-Dufour, V., L’Hérault, E., Bilodeau, S., and Deslauriers, C.: Caractérisation géotechnique et cartographie améliorée du pergélisol dans les communautés nordiques du Nunavik, Inukjuak, Québec, 112 pp., 2020."
CEN-020,CEN,INU_2014_F2_316-326,INU_2014_F2_316-326,INU_2014_F2,3.16,3.26,TRUE,0.07,60.18,NA,NA,39.74,NA,12.325,9.98,2.345,0.014,0.107,0.13,inconclusive,NA,NA,Coarse-grained,SM or SC,SM or SC,,1421.85,1157.33,22.86,NA,743.03,NA,2.65,NA,NA,100.79,96.61,1913.6,1557.6,NA,delta_h-sigma_v,25,50,100,NA,NA,NA,NA,8.65,13.19,14.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,CEN_2020c,"St-amour, A. B., Allard, M., Chiasson, A., Aubé-michaud, S., Mathon-Dufour, V., L’Hérault, E., Bilodeau, S., and Deslauriers, C.: Caractérisation géotechnique et cartographie améliorée du pergélisol dans les communautés nordiques du Nunavik, Inukjuak, Québec, 112 pp., 2020."
CEN-021,CEN,INU_2014_F2_336-348,INU_2014_F2_336-348,INU_2014_F2,3.36,3.48,TRUE,0.04,64.27,NA,NA,35.68,NA,12.119,10.437,1.682,0.015,0.115,0.135,inconclusive,NA,NA,Coarse-grained,SM or SC,SM or SC,,1601.66,1288.21,24.33,NA,854.97,NA,2.65,NA,NA,115.1,96.36,1873.4,1506.7,NA,delta_h-sigma_v,25,50,100,NA,NA,NA,NA,10.99,14.66,16.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,CEN_2020c,"St-amour, A. B., Allard, M., Chiasson, A., Aubé-michaud, S., Mathon-Dufour, V., L’Hérault, E., Bilodeau, S., and Deslauriers, C.: Caractérisation géotechnique et cartographie améliorée du pergélisol dans les communautés nordiques du Nunavik, Inukjuak, Québec, 112 pp., 2020."
CEN-022,CEN,INU_2014_F2_381-391,INU_2014_F2_381-391,INU_2014_F2,3.81,3.91,TRUE,0.05,67.48,NA,NA,32.46,NA,14.18,10.5,3.68,0.012,0.139,0.16,inconclusive,NA,NA,Coarse-grained,SM or SC,SM or SC,,1311.75,1002.81,30.81,NA,729.15,NA,2.65,NA,NA,98.97,96.19,1799,1375.3,NA,delta_h-sigma_v,25,50,100,NA,NA,NA,NA,13.78,15.84,17.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,CEN_2020c,"St-amour, A. B., Allard, M., Chiasson, A., Aubé-michaud, S., Mathon-Dufour, V., L’Hérault, E., Bilodeau, S., and Deslauriers, C.: Caractérisation géotechnique et cartographie améliorée du pergélisol dans les communautés nordiques du Nunavik, Inukjuak, Québec, 112 pp., 2020."
CEN-023,CEN,INU_2014_F2_391-398,INU_2014_F2_391-398,INU_2014_F2,3.91,3.98,TRUE,0.25,62.003,NA,NA,37.75,NA,14.614,11.727,2.887,0.015,0.112,0.132,inconclusive,NA,NA,Coarse-grained,SM or SC,SM or SC,,893.86,685.57,30.38,NA,505.36,NA,2.65,NA,NA,68.84,96.36,1768.8,1356.6,NA,delta_h-sigma_v,25,50,100,NA,NA,NA,NA,14.22,15.69,17.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,CEN_2020c,"St-amour, A. B., Allard, M., Chiasson, A., Aubé-michaud, S., Mathon-Dufour, V., L’Hérault, E., Bilodeau, S., and Deslauriers, C.: Caractérisation géotechnique et cartographie améliorée du pergélisol dans les communautés nordiques du Nunavik, Inukjuak, Québec, 112 pp., 2020."
CEN-024,CEN,INU_2014_F2_413-425,INU_2014_F2_413-425,INU_2014_F2,4.13,4.25,TRUE,0.04,92.74,NA,NA,7.22,NA,22.089,11.727,10.382,0.089,0.21,0.235,inconclusive,NA,NA,Coarse-grained,SW-SM/SC or SP-SM/SC,SW-SM/SC or SP-SM/SC,,1666.02,1370.58,21.56,NA,867.03,NA,2.65,NA,NA,120.87,94.61,1921.5,1580.8,NA,delta_h-sigma_v,25,50,100,NA,NA,NA,NA,9.09,11.58,12.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,CEN_2020c,"St-amour, A. B., Allard, M., Chiasson, A., Aubé-michaud, S., Mathon-Dufour, V., L’Hérault, E., Bilodeau, S., and Deslauriers, C.: Caractérisation géotechnique et cartographie améliorée du pergélisol dans les communautés nordiques du Nunavik, Inukjuak, Québec, 112 pp., 2020."
CEN-025,CEN,INU_2014_F2_425-437,INU_2014_F2_425-437,INU_2014_F2,4.25,4.37,TRUE,0.004,90.31,NA,NA,9.68,NA,22.511,NA,NA,0.084,0.201,0.222,inconclusive,NA,NA,Coarse-grained,SW-SM/SC or SP-SM/SC,SW-SM/SC or SP-SM/SC,,1583.28,1292.28,22.52,NA,827.42,NA,2.65,NA,NA,115.12,94.83,1913.5,1561.8,NA,delta_h-sigma_v,25,50,100,NA,NA,NA,NA,9.83,12.47,13.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,CEN_2020c,"St-amour, A. B., Allard, M., Chiasson, A., Aubé-michaud, S., Mathon-Dufour, V., L’Hérault, E., Bilodeau, S., and Deslauriers, C.: Caractérisation géotechnique et cartographie améliorée du pergélisol dans les communautés nordiques du Nunavik, Inukjuak, Québec, 112 pp., 2020."
CEN-026,CEN,INU_2014_F2_474-484,INU_2014_F2_474-484,INU_2014_F2,4.74,4.84,TRUE,0.05,85.39,NA,NA,14.11,NA,19.904,NA,NA,0.057,0.214,0.24,inconclusive,NA,NA,Coarse-grained,SM or SC,SM or SC,,1280.62,1042.34,22.86,NA,668.88,NA,2.65,NA,NA,99.46,92.4,1914.6,1558.3,NA,delta_h-sigma_v,25,50,100,NA,NA,NA,NA,41.5,47.21,49.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,CEN_2020c,"St-amour, A. B., Allard, M., Chiasson, A., Aubé-michaud, S., Mathon-Dufour, V., L’Hérault, E., Bilodeau, S., and Deslauriers, C.: Caractérisation géotechnique et cartographie améliorée du pergélisol dans les communautés nordiques du Nunavik, Inukjuak, Québec, 112 pp., 2020."
CEN-027,CEN,INU_2014_F2_486-498,INU_2014_F2_486-498,INU_2014_F2,4.86,4.98,TRUE,1.48,76.05,NA,NA,22.47,NA,14.309,13.583,0.726,0.031,0.232,0.282,inconclusive,NA,NA,Coarse-grained,SM or SC,SM or SC,,1525.07,1287.27,18.47,NA,787.38,NA,2.65,NA,NA,115.31,93.46,1936.9,1634.9,NA,delta_h-sigma_v,25,50,100,NA,NA,NA,NA,17.01,19.65,21.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,CEN_2020c,"St-amour, A. B., Allard, M., Chiasson, A., Aubé-michaud, S., Mathon-Dufour, V., L’Hérault, E., Bilodeau, S., and Deslauriers, C.: Caractérisation géotechnique et cartographie améliorée du pergélisol dans les communautés nordiques du Nunavik, Inukjuak, Québec, 112 pp., 2020."
CEN-028,CEN,INU_2017_F1_76-91,INU_2017_F1_76-91,INU_2017_F1,0.76,0.91,TRUE,1.27,43.72,NA,NA,55,NA,23.019,NA,NA,NA,NA,NA,ML,NA,NA,Fine-grained,ML or CL,ML,,1715.52,1132.26,51.51,NA,1135.42,NA,2.65,NA,NA,143.27,100,1510.9,997.2,NA,delta_h-sigma_v,25,50,100,NA,NA,NA,NA,45.45,47.94,49.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Variations in reported water content across different sections of the report.,CEN_2020c,"St-amour, A. B., Allard, M., Chiasson, A., Aubé-michaud, S., Mathon-Dufour, V., L’Hérault, E., Bilodeau, S., and Deslauriers, C.: Caractérisation géotechnique et cartographie améliorée du pergélisol dans les communautés nordiques du Nunavik, Inukjuak, Québec, 112 pp., 2020."
CEN-029,CEN,INU_2017_F1_95-105,INU_2017_F1_95-105,INU_2017_F1,0.95,1.05,TRUE,0.21,39.1,NA,NA,60.7,NA,24.811,NA,NA,NA,NA,NA,ML,NA,NA,Fine-grained,ML or CL,ML,,1125,583.08,92.94,NA,916.807,NA,2.65,NA,NA,106.3,101.25,1227.1,636,NA,delta_h-sigma_v,25,50,100,NA,NA,NA,NA,42.08,43.69,44.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,CEN_2020c,"St-amour, A. B., Allard, M., Chiasson, A., Aubé-michaud, S., Mathon-Dufour, V., L’Hérault, E., Bilodeau, S., and Deslauriers, C.: Caractérisation géotechnique et cartographie améliorée du pergélisol dans les communautés nordiques du Nunavik, Inukjuak, Québec, 112 pp., 2020."
CEN-030,CEN,INU_2017_F1_112-126,INU_2017_F1_112-126,INU_2017_F1,1.12,1.26,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,1834.65,1311.98,39.84,NA,1153.47,NA,2.65,NA,NA,141.63,100.34,1590.5,1137.4,NA,delta_h-sigma_v,25,50,100,NA,NA,NA,NA,32.85,35.05,36.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Soil type unclear,CEN_2020c,"St-amour, A. B., Allard, M., Chiasson, A., Aubé-michaud, S., Mathon-Dufour, V., L’Hérault, E., Bilodeau, S., and Deslauriers, C.: Caractérisation géotechnique et cartographie améliorée du pergélisol dans les communautés nordiques du Nunavik, Inukjuak, Québec, 112 pp., 2020."
CEN-031,CEN,INU_2017_F1_126-141,INU_2017_F1_126-141,INU_2017_F1,1.26,1.41,TRUE,1.73,59.11,NA,NA,39.2,NA,20.232,NA,NA,0.015,0.104,0.134,SM,NA,NA,Coarse-grained,SM or SC,SM,,1846.84,1285.3,43.69,NA,1158.1,NA,2.65,NA,NA,142.5,100.6,1594.7,1109.8,NA,delta_h-sigma_v,25,50,100,NA,NA,NA,NA,32.4,34.6,35.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,CEN_2020c,"St-amour, A. B., Allard, M., Chiasson, A., Aubé-michaud, S., Mathon-Dufour, V., L’Hérault, E., Bilodeau, S., and Deslauriers, C.: Caractérisation géotechnique et cartographie améliorée du pergélisol dans les communautés nordiques du Nunavik, Inukjuak, Québec, 112 pp., 2020."
CEN-032,CEN,INU_2017_F1_153-168,INU_2017_F1_153-168,INU_2017_F1,1.53,1.68,TRUE,0.71,76.7,NA,NA,22.6,NA,22.182,NA,NA,0.03,0.154,0.177,SM,NA,NA,Coarse-grained,SM or SC,SM,,1892.74,1408.54,34.38,NA,1119.57,NA,2.65,NA,NA,145.89,98.39,1690.6,1258.1,NA,delta_h-sigma_v,25,50,100,NA,NA,NA,NA,30.2,31.82,33.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Variations in reported water content across different sections of the report.,CEN_2020c,"St-amour, A. B., Allard, M., Chiasson, A., Aubé-michaud, S., Mathon-Dufour, V., L’Hérault, E., Bilodeau, S., and Deslauriers, C.: Caractérisation géotechnique et cartographie améliorée du pergélisol dans les communautés nordiques du Nunavik, Inukjuak, Québec, 112 pp., 2020."
CEN-033,CEN,INU_2017_F2_137-152,INU_2017_F2_137-152,INU_2017_F2,1.37,1.52,TRUE,0.83,29.95,NA,NA,69.1,NA,22.209,13.8,8.409,NA,NA,NA,ML,NA,NA,Fine-grained,CL,ML,,1952.11,1470.55,32.75,NA,1154.63,NA,2.65,NA,NA,146.99,99.95,1690.7,1273.6,NA,delta_h-sigma_v,25,50,100,NA,NA,NA,NA,23.9,25.66,28.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Variations in reported water content across different sections of the report.,CEN_2020c,"St-amour, A. B., Allard, M., Chiasson, A., Aubé-michaud, S., Mathon-Dufour, V., L’Hérault, E., Bilodeau, S., and Deslauriers, C.: Caractérisation géotechnique et cartographie améliorée du pergélisol dans les communautés nordiques du Nunavik, Inukjuak, Québec, 112 pp., 2020."
CEN-034,CEN,INU_2017_F2_163-177,INU_2017_F2_163-177,INU_2017_F2,1.63,1.77,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,1829.21,1320.93,38.48,NA,1106.1,NA,2.65,NA,NA,143.05,99.02,1653.7,1194.2,NA,delta_h-sigma_v,25,50,100,NA,NA,NA,NA,25.95,29.18,33.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Soil type unclear,CEN_2020c,"St-amour, A. B., Allard, M., Chiasson, A., Aubé-michaud, S., Mathon-Dufour, V., L’Hérault, E., Bilodeau, S., and Deslauriers, C.: Caractérisation géotechnique et cartographie améliorée du pergélisol dans les communautés nordiques du Nunavik, Inukjuak, Québec, 112 pp., 2020."
CEN-035,CEN,INU_2017_F2_196-210,INU_2017_F2_196-210,INU_2017_F2,1.96,2.1,TRUE,0.15,23.7,NA,NA,76.2,NA,26.054,14.583,11.471,NA,NA,NA,ML,NA,NA,Fine-grained,CL,ML,,1790.14,1368.7,30.79,NA,1015.58,NA,2.65,NA,NA,139.89,96.48,1762.7,1347.7,NA,delta_h-sigma_v,25,50,100,NA,NA,NA,NA,20.09,25.66,30.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Variations in reported water content across different sections of the report.,CEN_2020c,"St-amour, A. B., Allard, M., Chiasson, A., Aubé-michaud, S., Mathon-Dufour, V., L’Hérault, E., Bilodeau, S., and Deslauriers, C.: Caractérisation géotechnique et cartographie améliorée du pergélisol dans les communautés nordiques du Nunavik, Inukjuak, Québec, 112 pp., 2020."
CEN-036,CEN,INU_2017_F2_258-272,INU_2017_F2_258-272,INU_2017_F2,2.58,2.72,TRUE,0.13,25.15,NA,NA,74.7,NA,21.638,14.583,7.055,NA,NA,NA,ML,NA,NA,Fine-grained,CL,ML,,1726.25,1286.24,34.21,NA,1043.28,NA,2.65,NA,NA,134.2,98.09,1654.6,1232.9,NA,delta_h-sigma_v,25,50,100,NA,NA,NA,NA,23.6,26.24,29.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Variations in reported water content across different sections of the report.,CEN_2020c,"St-amour, A. B., Allard, M., Chiasson, A., Aubé-michaud, S., Mathon-Dufour, V., L’Hérault, E., Bilodeau, S., and Deslauriers, C.: Caractérisation géotechnique et cartographie améliorée du pergélisol dans les communautés nordiques du Nunavik, Inukjuak, Québec, 112 pp., 2020."
CEN-037,CEN,IVU_2014_F1_65-79,IVU_2014_F1_65-79,IVU_2014_F1,0.65,0.79,FALSE,18.83,65.96,NA,NA,15.22,NA,NA,NA,NA,NA,NA,NA,inconclusive,NA,NA,Coarse-grained,SM or SC,SM or SC,,1456.34,914.16,59.31,NA,1179.19,NA,2.65,NA,NA,136.93,98.54,1235,775.2,NA,delta_h-sigma_v,25,50,100,NA,NA,NA,NA,69.79,72.14,74.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Higher than 5% fine without LL and PL Data,CEN_2020a,"Aubé-michaud, S., Allard, M., Chiasson, A., St-amour, A. B., Mathon-Dufour, V., L’Hérault, E., Bilodeau, S., and Deslauriers, C.: Caractérisation géotechnique et cartographie améliorée du pergélisol dans les communautés nordiques du Nunavik Ivujivik, Ivujivik, Québec, 112 pp., 2020."
CEN-038,CEN,IVU_2014_F1_86-99,IVU_2014_F1_86-99,IVU_2014_F1,0.86,0.99,TRUE,17.75,74.61,NA,NA,7.64,NA,NA,NA,NA,0.136,1.612,2.328,inconclusive,NA,NA,Coarse-grained,SW-SM/SC or SP-SM/SC,SW-SM/SC or SP-SM/SC,,1293.6,704.36,83.66,NA,978.16,NA,2.65,NA,NA,130.78,97.78,1322.5,720.1,NA,delta_h-sigma_v,25,50,100,NA,NA,NA,NA,71,72,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Higher than 5% fine without LL and PL Data,CEN_2020a,"Aubé-michaud, S., Allard, M., Chiasson, A., St-amour, A. B., Mathon-Dufour, V., L’Hérault, E., Bilodeau, S., and Deslauriers, C.: Caractérisation géotechnique et cartographie améliorée du pergélisol dans les communautés nordiques du Nunavik Ivujivik, Ivujivik, Québec, 112 pp., 2020."
CEN-039,CEN,IVU_2014_F1_118-132,IVU_2014_F1_118-132,IVU_2014_F1,1.18,1.32,TRUE,18.14,75.18,NA,NA,6.68,NA,NA,NA,NA,0.175,1.482,2.328,inconclusive,NA,NA,Coarse-grained,SW-SM/SC or SP-SM/SC,SW-SM/SC or SP-SM/SC,,1229,630.2,95.02,NA,946.26,NA,2.65,NA,NA,135.12,96.12,1298.8,666,NA,delta_h-sigma_v,25,50,100,NA,NA,NA,NA,84,85,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Higher than 5% fine without LL and PL Data,CEN_2020a,"Aubé-michaud, S., Allard, M., Chiasson, A., St-amour, A. B., Mathon-Dufour, V., L’Hérault, E., Bilodeau, S., and Deslauriers, C.: Caractérisation géotechnique et cartographie améliorée du pergélisol dans les communautés nordiques du Nunavik Ivujivik, Ivujivik, Québec, 112 pp., 2020."
CEN-040,CEN,IVU_2014_F1_148-163,IVU_2014_F1_148-163,IVU_2014_F1,1.48,1.63,TRUE,25.9,62.65,NA,NA,11.46,NA,NA,NA,NA,0.059,2.197,3.255,inconclusive,NA,NA,Coarse-grained,SW-SM/SC or SP-SM/SC,SW-SM/SC or SP-SM/SC,,1530.76,787.65,94.35,NA,1160.15,NA,2.65,NA,NA,151.34,98.79,1319.5,678.9,NA,delta_h-sigma_v,25,50,100,NA,NA,NA,NA,61.14,62.61,64.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Higher than 5% fine without LL and PL Data,CEN_2020a,"Aubé-michaud, S., Allard, M., Chiasson, A., St-amour, A. B., Mathon-Dufour, V., L’Hérault, E., Bilodeau, S., and Deslauriers, C.: Caractérisation géotechnique et cartographie améliorée du pergélisol dans les communautés nordiques du Nunavik Ivujivik, Ivujivik, Québec, 112 pp., 2020."
